Used Foils:,stiff_foils
Waterspeed:,0.0
Frequency:,0.6
Heave Amplitude:,40
Pitch Amplitude:,75
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Time,Fx,Fz,Mx,My,Mz
130.13198399543762,-0.61,-1.42,0.82,0.34,0.04
130.32106399536133,-1.32,1.66,0.03,-0.06,0.05
130.50990390777588,1.50,6.06,0.28,-0.31,-0.07
130.69901490211487,-0.17,3.23,0.70,-0.07,-0.00
130.88790893554688,-0.23,18.23,2.74,-0.17,0.01
131.0769419670105,1.59,17.29,1.20,-0.66,-0.06
131.26556873321533,1.34,27.11,4.93,0.04,0.02
131.4541687965393,-0.50,4.77,1.27,0.04,0.02
131.64370584487915,-0.20,5.52,1.10,0.03,-0.01
131.83248805999756,-0.30,6.14,1.08,0.01,0.00
132.02115201950073,-0.22,6.12,1.09,-0.01,-0.00
132.20976281166077,-0.08,5.57,1.24,0.11,0.01
132.398521900177,-0.25,1.91,0.82,0.22,0.00
132.5872769355774,-0.55,3.79,0.46,-0.04,0.01
132.77606797218323,0.23,14.28,1.83,-0.29,-0.02
132.96500492095947,1.01,25.99,4.47,-0.26,-0.06
133.1542239189148,-0.64,15.48,3.14,0.05,-0.00
133.34329986572266,-0.52,4.94,0.54,-0.10,0.00
133.53155493736267,1.02,11.20,0.96,-0.38,-0.06
133.72101306915283,1.70,23.48,2.87,-0.46,-0.03
133.90957713127136,0.76,2.63,1.07,0.26,0.03
134.09857296943665,-0.59,-3.20,0.14,0.30,0.02
134.28760600090027,-0.93,-0.58,-0.08,0.09,0.03
134.47633004188538,-0.13,9.02,0.44,-0.41,0.00
134.6655399799347,1.70,2.16,0.15,-0.24,-0.08
134.85435700416565,-0.45,9.66,1.97,0.02,-0.00
135.04328775405884,-0.75,19.10,3.25,-0.02,0.02
135.23221492767334,0.65,9.83,0.92,-0.28,-0.05
135.42138981819153,1.37,4.63,-0.21,-0.35,-0.03
135.60995483398438,0.20,-3.03,0.16,0.25,0.04
135.7991750240326,-0.79,-2.18,0.06,0.21,0.03
135.98814177513123,-0.54,1.28,-0.22,-0.12,0.01
136.17722296714783,0.90,5.27,0.11,-0.35,-0.05
136.36612391471863,0.76,0.25,0.21,-0.13,-0.05
136.55487179756165,-1.35,-1.09,0.28,0.08,0.00
136.7444109916687,-0.39,1.46,-0.18,-0.13,-0.00
136.93285989761353,0.88,6.16,-0.11,-0.42,-0.05
137.12138390541077,1.88,2.07,-0.33,-0.21,-0.02
137.31029796600342,0.19,-3.66,0.20,0.29,0.03
137.49927592277527,-0.65,-2.07,0.06,0.19,0.02
137.68808674812317,-0.48,1.30,-0.25,-0.10,0.01
137.87697386741638,1.26,2.48,-0.34,-0.34,-0.06
138.0659999847412,0.35,-1.03,0.08,-0.08,-0.03
138.25522589683533,-0.86,-0.92,-0.05,-0.03,0.03
138.44390106201172,0.29,1.37,-0.27,-0.16,-0.03
138.63290882110596,0.99,3.99,-0.49,-0.42,-0.05
138.82193899154663,1.21,0.45,-0.20,-0.05,-0.01
139.01117992401123,-0.31,-3.37,0.20,0.31,0.03
139.20014810562134,-0.89,-1.17,0.02,0.13,0.03
139.38865900039673,-0.34,2.76,-0.24,-0.26,0.01
139.57787084579468,1.14,2.17,-0.20,-0.36,-0.06
139.76644682884216,0.53,-2.09,0.05,0.02,-0.04
139.95531296730042,-1.45,-1.41,-0.04,0.05,0.03
