latitude,longitude,velocity,time,voltage,current
0.00000000,0.00000000,0.00000000,2150.00000000,16.24799919,-44.09999847
0.00000000,0.00000000,0.00000000,2351.00000000,16.24399948,-207.39999390
0.00000000,0.00000000,0.00000000,2552.00000000,16.25200081,-41.40000153
0.00000000,0.00000000,0.00000000,2753.00000000,16.24399948,-246.50000000
0.00000000,0.00000000,0.00000000,2954.00000000,16.25200081,-57.20000076
0.00000000,0.00000000,0.00000000,3156.00000000,16.25200081,-76.69999695
0.00000000,0.00000000,0.00000000,3357.00000000,16.23600006,-308.10000610
0.00000000,0.00000000,0.00000000,3558.00000000,16.23999977,-317.60000610
0.00000000,0.00000000,0.00000000,3760.00000000,16.25200081,-30.10000038
0.00000000,0.00000000,0.00000000,3961.00000000,16.25200081,-31.00000000
0.00000000,0.00000000,0.00000000,4162.00000000,16.25200081,-82.90000153
4744.23730469,1143.11926270,0.00000000,4363.00000000,16.24399948,-135.10000610
4744.23730469,1143.11926270,0.00000000,4564.00000000,16.24799919,-88.19999695
4744.23730469,1143.11926270,0.00000000,4765.00000000,16.24799919,-75.30000305
4744.23730469,1143.11926270,0.00000000,4966.00000000,16.25200081,-73.19999695
4744.23681641,1143.11975098,0.00000000,5167.00000000,16.25200081,-71.19999695
4744.23681641,1143.11975098,0.00000000,5369.00000000,16.25200081,-31.10000038
4744.23681641,1143.11975098,0.00000000,5570.00000000,16.25200081,-30.79999924
4744.23681641,1143.11975098,0.00000000,5771.00000000,16.24399948,-202.89999390
4744.23681641,1143.11999512,0.05300000,5973.00000000,16.24799919,-116.00000000
4744.23681641,1143.11999512,0.05300000,6174.00000000,16.24799919,-61.59999847
4744.23681641,1143.11999512,0.05300000,6375.00000000,16.24799919,-108.00000000
4744.23681641,1143.11999512,0.05300000,6576.00000000,16.24799919,-85.50000000
4744.23681641,1143.11999512,0.05300000,6778.00000000,16.25200081,-95.40000153
4744.23730469,1143.12036133,0.08800000,6980.00000000,16.25200081,-58.70000076
4744.23730469,1143.12036133,0.08800000,7182.00000000,16.24399948,-191.89999390
4744.23730469,1143.12036133,0.08800000,7384.00000000,16.24799919,-61.09999847
4744.23730469,1143.12036133,0.08800000,7586.00000000,16.24399948,-241.00000000
4744.23730469,1143.12036133,0.08800000,7787.00000000,16.23999977,-219.30000305
4744.23730469,1143.12036133,0.08800000,7988.00000000,16.23999977,-215.10000610
4744.23730469,1143.12036133,0.08800000,8189.00000000,16.24399948,-164.50000000
4744.23730469,1143.12036133,0.08800000,8391.00000000,16.24799919,-181.00000000
4744.23730469,1143.12036133,0.08800000,8592.00000000,16.24799919,-108.90000153
4744.23730469,1143.12036133,0.08800000,8793.00000000,16.24799919,-222.39999390
4744.23730469,1143.12036133,0.08800000,8994.00000000,16.24799919,-108.50000000
4744.23730469,1143.12036133,0.08800000,9196.00000000,16.25200081,-74.40000153
4744.23730469,1143.12036133,0.08800000,9397.00000000,16.25200081,-62.40000153
4744.23730469,1143.12036133,0.08800000,9599.00000000,16.24799919,-74.19999695
4744.23730469,1143.12036133,0.08800000,9800.00000000,16.24799919,-66.50000000
4744.23730469,1143.12036133,0.08800000,10002.00000000,16.24799919,-58.90000153
4744.23681641,1143.12060547,0.08800000,10204.00000000,16.25200081,-55.79999924
4744.23681641,1143.12060547,0.08800000,10406.00000000,16.24799919,-53.50000000
4744.23681641,1143.12060547,0.08800000,10608.00000000,16.25200081,-54.40000153
4744.23681641,1143.12060547,0.08800000,10809.00000000,16.24799919,-103.59999847
4744.23681641,1143.12072754,0.09600000,11010.00000000,16.24399948,-200.30000305
4744.23681641,1143.12072754,0.09600000,11211.00000000,16.24799919,-37.40000153
4744.23681641,1143.12072754,0.09600000,11413.00000000,16.24399948,-169.69999695
4744.23681641,1143.12072754,0.09600000,11615.00000000,16.24399948,-101.69999695
4744.23681641,1143.12072754,0.09600000,11817.00000000,16.24399948,-101.09999847
4744.23681641,1143.12072754,0.07400000,12018.00000000,16.24399948,-124.50000000
4744.23681641,1143.12072754,0.07400000,12219.00000000,16.23999977,-240.69999695
4744.23681641,1143.12072754,0.07400000,12421.00000000,16.24799919,-111.69999695
4744.23681641,1143.12072754,0.07400000,12623.00000000,16.23999977,-175.69999695
4744.23681641,1143.12072754,0.07400000,12824.00000000,16.25200081,-54.09999847
4744.23681641,1143.12072754,0.07400000,13025.00000000,16.25200081,-77.40000153
4744.23681641,1143.12072754,0.07400000,13228.00000000,16.24799919,-68.69999695
4744.23681641,1143.12072754,0.07400000,13429.00000000,16.24799919,-51.20000076
4744.23681641,1143.12072754,0.07400000,13630.00000000,16.24799919,-51.90000153
4744.23681641,1143.12072754,0.07400000,13831.00000000,16.24799919,-77.09999847
4744.23681641,1143.12072754,0.07400000,14033.00000000,16.24799919,-57.70000076
4744.23681641,1143.12072754,0.07400000,14234.00000000,16.24799919,-53.59999847
4744.23681641,1143.12072754,0.07400000,14436.00000000,16.24799919,-98.09999847
4744.23681641,1143.12072754,0.07400000,14637.00000000,16.24399948,-143.30000305
4744.23681641,1143.12072754,0.07400000,14839.00000000,16.24799919,-37.79999924
4744.23681641,1143.12060547,0.12000000,15040.00000000,16.24799919,-58.09999847
4744.23681641,1143.12060547,0.12000000,15242.00000000,16.25200081,-38.29999924
4744.23681641,1143.12060547,0.12000000,15444.00000000,16.25200081,-38.40000153
4744.23681641,1143.12060547,0.12000000,15646.00000000,16.25200081,-44.70000076
4744.23681641,1143.12060547,0.12000000,15847.00000000,16.25200081,-56.20000076
4744.23681641,1143.12060547,0.10900000,16049.00000000,16.24799919,-72.40000153
