Used Parameters:
Used Foils:,wide_stiff_for_real
Waterspeed:,0.0
Frequency:,0.1
Heave Amplitude:,38
Pitch Amplitude:,20
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Statistical Evaluation:
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
4.847,0.280,30.000,150.000,0.000,0.000,-0.090,7.600,-0.080,-0.010,-0.000,0.006,29.900,-inf
4.916,62.090,30.000,150.000,0.000,0.000,-0.090,7.600,-0.080,-0.010,-0.000,1.235,29.900,-inf
4.986,95.000,30.000,150.000,0.000,0.000,0.030,7.300,0.020,0.000,0.000,0.655,29.900,inf
5.056,7.000,30.000,150.000,0.000,0.000,0.030,7.300,0.020,0.000,0.000,1.753,29.900,inf
5.125,64.860,30.000,150.000,0.000,0.000,-0.060,7.700,-0.050,-0.000,-0.000,1.156,29.900,-inf
5.195,9.000,30.000,150.000,0.000,0.000,-0.060,7.700,-0.050,-0.000,-0.000,1.111,29.900,-inf
5.264,7.000,30.000,150.000,0.000,0.000,-0.060,7.700,-0.050,-0.000,-0.000,0.040,29.900,-inf
5.334,68.130,30.000,150.000,0.000,0.000,0.010,7.600,0.000,0.000,0.000,1.219,29.900,inf
5.404,69.340,30.000,150.000,0.000,0.000,0.010,7.600,0.000,0.000,0.000,0.024,29.900,inf
5.477,30.000,150.000,0.000,0.000,,0.010,7.600,0.000,0.000,0.000,0.744,149.900,inf
5.543,30.000,150.000,0.000,0.000,,-0.060,7.500,-0.060,-0.000,-0.000,0.000,149.900,-inf
5.612,73.210,30.000,150.000,0.000,0.000,-0.060,7.500,-0.060,-0.000,-0.000,0.863,29.900,-inf
5.682,0.000,150.000,0.000,0.000,,0.020,7.600,0.030,-0.000,0.000,1.462,149.900,inf
5.752,76.010,30.000,150.000,0.000,0.000,0.020,7.600,0.030,-0.000,0.000,1.511,29.900,inf
5.821,77.450,30.000,150.000,0.000,0.000,0.020,7.600,0.030,-0.000,0.000,0.029,29.900,inf
5.891,0.000,150.000,0.000,0.000,,-0.100,7.700,-0.090,-0.000,-0.000,1.544,149.900,-inf
5.957,0.000,150.000,0.000,0.000,,-0.100,7.700,-0.090,-0.000,-0.000,0.000,149.900,-inf
6.026,2.020,30.000,150.000,0.000,0.000,-0.100,7.700,-0.090,-0.000,-0.000,0.040,29.900,-inf
6.096,83.600,30.000,150.000,0.000,0.000,-0.000,7.700,-0.000,0.000,-0.000,1.618,29.900,
6.166,5.160,30.000,150.000,0.000,0.000,-0.000,7.700,-0.000,0.000,-0.000,1.570,29.900,
6.235,0.780,30.000,150.000,0.000,0.000,-0.000,7.700,-0.000,0.000,-0.000,0.088,29.900,
6.305,0.420,30.000,150.000,0.000,0.000,-0.080,7.600,-0.080,-0.010,-0.000,0.007,29.900,-inf
6.375,5.000,30.000,150.000,0.000,0.000,-0.080,7.600,-0.080,-0.010,-0.000,0.091,29.900,-inf
6.445,71.000,30.000,150.000,0.000,0.000,-0.010,7.700,-0.000,-0.000,-0.000,1.298,29.900,-inf
6.514,38.000,30.000,150.000,0.000,0.000,-0.010,7.700,-0.000,-0.000,-0.000,0.670,29.900,-inf
6.583,95.020,30.000,150.000,0.000,0.000,-0.010,7.700,-0.000,-0.000,-0.000,1.139,29.900,-inf
6.653,96.670,30.000,150.000,0.000,0.000,-0.030,7.500,-0.020,-0.000,-0.000,0.033,29.900,-inf
6.723,1.000,30.000,150.000,0.000,0.000,-0.030,7.500,-0.020,-0.000,-0.000,1.904,29.900,-inf
6.792,,30.000,150.000,0.000,0.000,-0.030,7.500,-0.020,-0.000,-0.000,,29.900,-inf
6.862,3.000,30.000,150.000,0.000,0.000,-0.040,7.500,-0.030,-0.000,-0.000,,29.900,-inf
6.932,4.000,30.000,150.000,0.000,0.000,-0.040,7.500,-0.030,-0.000,-0.000,0.020,29.900,-inf
7.001,7.000,30.000,150.000,0.000,0.000,-0.060,7.500,-0.060,-0.000,-0.000,0.060,29.900,-inf
7.071,106.470,30.000,150.000,0.000,0.000,-0.060,7.500,-0.060,-0.000,-0.000,1.985,29.900,-inf
7.140,108.030,30.000,150.000,0.000,0.000,-0.060,7.500,-0.060,-0.000,-0.000,0.031,29.900,-inf
7.210,9.000,30.000,150.000,0.000,0.000,-0.170,7.500,-0.170,0.000,-0.010,1.971,29.900,-inf
7.280,,30.000,150.000,0.000,0.000,-0.170,7.500,-0.170,0.000,-0.010,,29.900,-inf
7.349,,30.000,150.000,0.000,0.000,-0.170,7.500,-0.170,0.000,-0.010,,29.900,-inf
7.419,,30.000,150.000,0.000,0.000,-0.020,7.500,-0.020,0.010,-0.000,,29.900,-inf
7.488,,30.000,150.000,0.000,0.000,-0.020,7.500,-0.020,0.010,-0.000,,29.900,-inf
7.558,,30.000,150.000,0.000,0.000,-0.020,7.500,-0.020,0.010,-0.000,,29.900,-inf
7.628,,30.000,150.000,0.000,0.000,-0.020,7.700,-0.020,0.000,-0.000,,29.900,-inf
7.697,119.480,30.000,150.000,0.000,0.000,-0.020,7.700,-0.020,0.000,-0.000,,29.900,-inf
7.767,,30.000,150.000,0.000,0.000,-0.040,7.500,-0.040,-0.000,-0.000,,29.900,-inf
7.837,,30.000,150.000,0.000,0.000,-0.040,7.500,-0.040,-0.000,-0.000,,29.900,-inf
7.906,123.070,30.000,150.000,0.000,0.000,-0.040,7.500,-0.040,-0.000,-0.000,,29.900,-inf
7.976,,30.000,150.000,0.000,0.000,-0.020,7.700,-0.020,-0.000,-0.000,,29.900,-inf
8.046,125.200,30.000,150.000,0.000,0.000,-0.020,7.700,-0.020,-0.000,-0.000,,29.900,-inf
8.115,30.000,150.000,0.000,0.000,,-0.020,7.700,-0.020,-0.000,-0.000,1.907,149.900,-inf
8.185,30.000,150.000,0.000,0.000,,-0.100,7.600,-0.100,-0.000,-0.010,0.000,149.900,-inf
8.254,30.000,150.000,0.000,0.000,,-0.100,7.600,-0.100,-0.000,-0.010,0.000,149.900,-inf
8.324,30.000,150.000,0.000,0.000,,-0.100,7.600,-0.100,-0.000,-0.010,0.000,149.900,-inf
8.394,129.490,30.000,150.000,0.000,0.000,-0.150,7.700,-0.150,-0.000,-0.010,1.976,29.900,-inf
8.463,30.000,150.000,0.000,0.000,,-0.150,7.700,-0.150,-0.000,-0.010,1.987,149.900,-inf
8.533,30.000,150.000,0.000,0.000,,-0.020,7.700,-0.030,0.010,-0.000,0.000,149.900,-inf
8.603,0.000,150.000,0.000,0.000,,-0.020,7.700,-0.030,0.010,-0.000,0.595,149.900,-inf
8.672,0.000,150.000,0.000,0.000,,-0.020,7.700,-0.030,0.010,-0.000,0.000,149.900,-inf
8.742,0.000,150.000,0.000,0.000,,-0.060,7.500,-0.060,0.000,-0.000,0.000,149.900,-inf
8.811,0.000,150.000,0.000,0.000,,-0.060,7.500,-0.060,0.000,-0.000,0.000,149.900,-inf
8.881,0.000,150.000,0.000,0.000,,-0.060,7.500,-0.060,0.000,-0.000,0.000,149.900,-inf
8.951,0.000,150.000,0.000,0.000,,-0.020,7.600,-0.020,0.000,-0.000,0.000,149.900,-inf
9.020,132.970,54.380,125.620,0.000,0.000,-0.020,7.600,-0.020,0.000,-0.000,2.663,54.280,-inf
9.090,3.960,86.040,0.000,0.000,,-0.010,7.600,-0.010,0.000,-0.000,2.576,85.940,-inf
9.160,132.960,133.530,46.470,0.000,0.000,-0.010,7.600,-0.010,0.000,-0.000,2.561,133.430,-inf
9.229,50.000,30.000,0.000,0.000,,-0.010,7.600,-0.010,0.000,-0.000,1.652,29.900,-inf
9.299,50.000,30.000,0.000,0.000,,-0.020,7.700,-0.020,-0.010,-0.000,0.000,29.900,-inf
9.368,132.390,150.000,30.000,0.000,0.000,-0.020,7.700,-0.020,-0.010,-0.000,1.647,149.900,-inf
9.438,50.000,30.000,0.000,0.000,,-0.020,7.700,-0.020,-0.010,-0.000,1.646,29.900,-inf
9.508,50.000,30.000,0.000,0.000,,-0.090,7.600,-0.090,0.000,-0.000,0.000,29.900,-inf
9.578,31.180,150.000,30.000,0.000,0.000,-0.090,7.600,-0.090,0.000,-0.000,0.373,149.900,-inf
9.647,0.000,30.000,0.000,0.000,,-0.090,7.600,-0.090,0.000,-0.000,0.626,29.900,-inf
9.716,30.020,150.000,30.000,0.000,0.000,-0.000,7.300,-0.000,0.000,-0.000,0.600,149.900,
9.782,29.350,150.000,30.000,0.000,0.000,-0.000,7.300,-0.000,0.000,-0.000,0.014,149.900,
9.851,128.610,150.000,30.000,0.000,0.000,-0.040,7.300,-0.040,0.000,-0.000,1.981,149.900,-inf
9.921,27.790,150.000,30.000,0.000,0.000,-0.040,7.300,-0.040,0.000,-0.000,2.002,149.900,-inf
9.991,6.930,150.000,30.000,0.000,0.000,-0.040,7.300,-0.040,0.000,-0.000,0.416,149.900,-inf
10.061,125.990,150.000,30.000,0.000,0.000,-0.040,7.500,-0.030,-0.010,-0.000,2.356,149.900,-inf
10.130,5.010,150.000,30.000,0.000,0.000,-0.040,7.500,-0.030,-0.010,-0.000,2.424,149.900,-inf
10.200,3.960,150.000,30.000,0.000,0.000,-0.040,7.500,-0.030,-0.010,-0.000,0.021,149.900,-inf
10.269,122.850,150.000,30.000,0.000,0.000,-0.020,7.700,-0.020,0.000,-0.000,2.380,149.900,-inf
10.339,121.700,150.000,30.000,0.000,0.000,-0.020,7.700,-0.020,0.000,-0.000,0.023,149.900,-inf
10.408,0.490,150.000,30.000,0.000,0.000,-0.020,7.500,-0.020,-0.000,-0.000,2.416,149.900,-inf
10.482,9.220,150.000,30.000,0.000,0.000,-0.020,7.500,-0.020,-0.000,-0.000,0.165,149.900,-inf
10.548,0.000,30.000,0.000,0.000,,-0.020,7.500,-0.020,-0.000,-0.000,0.194,29.900,-inf
10.617,116.580,150.000,30.000,0.000,0.000,-0.030,7.700,-0.030,0.000,-0.000,2.334,149.900,-inf
10.687,0.200,150.000,30.000,0.000,0.000,-0.030,7.700,-0.030,0.000,-0.000,2.312,149.900,-inf
10.757,0.770,150.000,30.000,0.000,0.000,-0.030,7.700,-0.030,0.000,-0.000,0.011,149.900,-inf
10.827,0.290,150.000,30.000,0.000,0.000,-0.090,7.400,-0.070,-0.020,-0.000,0.010,149.900,-inf
10.896,0.810,150.000,30.000,0.000,0.000,-0.090,7.400,-0.070,-0.020,-0.000,0.010,149.900,-inf
10.966,0.280,150.000,30.000,0.000,0.000,-0.090,7.400,-0.070,-0.020,-0.000,0.011,149.900,-inf
11.035,0.710,150.000,30.000,0.000,0.000,-0.020,7.700,-0.030,0.010,-0.000,0.009,149.900,-inf
11.105,0.150,150.000,30.000,0.000,0.000,-0.020,7.700,-0.030,0.010,-0.000,0.011,149.900,-inf
11.174,104.540,150.000,30.000,0.000,0.000,-0.030,7.500,-0.020,-0.000,-0.000,2.091,149.900,-inf
11.244,0.920,150.000,30.000,0.000,0.000,-0.030,7.500,-0.020,-0.000,-0.000,2.055,149.900,-inf
11.314,30.000,150.000,30.000,0.000,0.000,-0.030,7.500,-0.020,-0.000,-0.000,0.581,149.900,-inf
11.384,99.640,150.000,30.000,0.000,0.000,-0.030,7.600,-0.030,-0.000,-0.000,1.388,149.900,-inf
11.453,1.000,150.000,30.000,0.000,0.000,-0.030,7.600,-0.030,-0.000,-0.000,1.976,149.900,-inf
11.523,6.000,150.000,30.000,0.000,0.000,-0.030,7.600,-0.030,-0.000,-0.000,0.100,149.900,-inf
11.592,,150.000,30.000,0.000,0.000,-0.030,7.300,-0.030,0.000,-0.000,,149.900,-inf
11.662,93.040,150.000,30.000,0.000,0.000,-0.030,7.300,-0.030,0.000,-0.000,,149.900,-inf
11.732,,150.000,30.000,0.000,0.000,-0.030,7.300,-0.030,0.000,-0.000,,149.900,-inf
11.801,89.720,150.000,30.000,0.000,0.000,-0.060,7.500,-0.060,-0.000,-0.000,,149.900,-inf
11.871,88.090,150.000,30.000,0.000,0.000,-0.060,7.500,-0.060,-0.000,-0.000,0.033,149.900,-inf
11.940,86.450,150.000,30.000,0.000,0.000,-0.090,7.400,-0.090,0.000,-0.000,0.033,149.900,-inf
12.011,150.000,30.000,0.000,0.000,,-0.090,7.400,-0.090,0.000,-0.000,1.256,29.900,-inf
12.080,150.000,30.000,0.000,0.000,,-0.090,7.400,-0.090,0.000,-0.000,0.000,29.900,-inf
12.149,50.000,30.000,0.000,0.000,,-0.020,7.500,-0.030,0.000,-0.000,2.003,29.900,-inf
12.219,50.000,30.000,0.000,0.000,,-0.020,7.500,-0.030,0.000,-0.000,0.000,29.900,-inf
12.289,78.650,150.000,30.000,0.000,0.000,-0.020,7.500,-0.030,0.000,-0.000,0.571,149.900,-inf
12.358,0.000,30.000,0.000,0.000,,0.010,7.500,0.010,0.000,0.000,1.569,29.900,inf
12.428,0.000,30.000,0.000,0.000,,0.010,7.500,0.010,0.000,0.000,0.000,29.900,inf
12.494,0.000,30.000,0.000,0.000,,0.000,7.600,0.010,-0.010,0.000,0.000,29.900,
12.564,72.940,150.000,30.000,0.000,0.000,0.000,7.600,0.010,-0.010,0.000,1.448,149.900,
12.633,1.600,150.000,30.000,0.000,0.000,0.000,7.600,0.010,-0.010,0.000,1.428,149.900,
12.702,0.300,150.000,30.000,0.000,0.000,0.020,7.500,0.020,-0.000,0.000,0.026,149.900,inf
12.772,69.070,150.000,30.000,0.000,0.000,0.020,7.500,0.020,-0.000,0.000,1.367,149.900,inf
12.842,67.880,150.000,30.000,0.000,0.000,0.020,7.500,0.020,-0.000,0.000,0.024,149.900,inf
12.912,0.730,150.000,30.000,0.000,0.000,-0.000,7.500,0.000,-0.000,0.000,1.336,149.900,
12.981,0.660,150.000,30.000,0.000,0.000,-0.000,7.500,0.000,-0.000,0.000,0.001,149.900,
13.050,0.630,150.000,30.000,0.000,0.000,-0.000,7.500,0.000,-0.000,0.000,0.001,149.900,
