Used Parameters:
Used Foils:,wide_stiff_for_real
Waterspeed:,0.0
Frequency:,1.0
Heave Amplitude:,38
Pitch Amplitude:,20
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Statistical Evaluation:
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
average,63.483,93.678,59.547,0.000,0.000,0.628,10.572,0.615,0.014,0.030,0.903,93.578,inf
max,150.000,150.000,150.000,0.000,0.000,2.770,14.700,2.750,0.030,0.140,2.648,149.900,inf
min,0.000,30.000,0.000,0.000,0.000,0.080,2.200,0.080,0.010,0.000,0.000,29.900,inf
std. dev,54.391,59.310,63.161,0.000,0.000,0.689,2.852,0.683,0.007,0.035,0.883,59.310,

Complete Data:
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
121.219,,30.000,150.000,0.000,0.000,0.250,18.200,0.240,0.010,0.010,,29.900,inf
121.289,,30.000,150.000,0.000,0.000,0.250,18.200,0.240,0.010,0.010,,29.900,inf
121.358,85.320,30.000,150.000,0.000,0.000,0.250,18.200,0.240,0.010,0.010,,29.900,inf
121.428,,30.000,150.000,0.000,0.000,0.280,18.600,0.270,0.010,0.010,,29.900,inf
121.498,,30.000,150.000,0.000,0.000,0.280,18.600,0.270,0.010,0.010,,29.900,inf
121.567,,30.000,150.000,0.000,0.000,0.140,19.100,0.130,0.010,0.010,,29.900,inf
121.637,132.870,30.000,150.000,0.000,0.000,0.140,19.100,0.130,0.010,0.010,,29.900,inf
121.707,,150.000,30.000,0.000,0.000,0.140,19.100,0.130,0.010,0.010,,149.900,inf
121.776,,150.000,30.000,0.000,0.000,1.590,19.300,1.560,0.030,0.080,,149.900,inf
121.846,,150.000,30.000,0.000,0.000,1.590,19.300,1.560,0.030,0.080,,149.900,inf
121.916,150.000,30.000,0.000,0.000,,1.590,19.300,1.560,0.030,0.080,,29.900,inf
121.985,50.000,30.000,0.000,0.000,,1.170,8.900,1.140,0.030,0.060,2.000,29.900,inf
122.055,50.000,30.000,0.000,0.000,,1.170,8.900,1.140,0.030,0.060,0.000,29.900,inf
122.125,50.000,30.000,0.000,0.000,,1.170,8.900,1.140,0.030,0.060,0.000,29.900,inf
122.194,0.000,150.000,0.000,0.000,,1.590,8.200,1.560,0.030,0.080,0.999,149.900,inf
122.264,0.000,150.000,0.000,0.000,,1.590,8.200,1.560,0.030,0.080,0.000,149.900,inf
122.329,0.000,150.000,0.000,0.000,,1.830,8.200,1.790,0.030,0.090,0.000,149.900,inf
122.399,95.720,30.000,150.000,0.000,0.000,1.830,8.200,1.790,0.030,0.090,1.907,29.900,inf
122.474,11.610,30.000,150.000,0.000,0.000,1.830,8.200,1.790,0.030,0.090,1.566,29.900,inf
122.542,0.000,150.000,0.000,0.000,,0.730,8.200,0.720,0.020,0.040,0.235,149.900,inf
122.612,0.000,150.000,0.000,0.000,,0.730,8.200,0.720,0.020,0.040,0.000,149.900,inf
122.681,132.280,150.000,30.000,0.000,0.000,0.730,8.200,0.720,0.020,0.040,2.648,149.900,inf
122.751,125.600,150.000,30.000,0.000,0.000,2.770,7.900,2.750,0.020,0.140,0.133,149.900,inf
122.821,50.000,30.000,0.000,0.000,,2.770,7.900,2.750,0.020,0.140,1.509,29.900,inf
122.886,0.000,30.000,0.000,0.000,,1.860,7.900,1.840,0.030,0.090,1.058,29.900,inf
122.956,81.010,150.000,30.000,0.000,0.000,1.860,7.900,1.840,0.030,0.090,1.609,149.900,inf
123.026,7.460,150.000,30.000,0.000,0.000,1.860,7.900,1.840,0.030,0.090,1.460,149.900,inf
