Used Parameters:
Used Foils:,wide_stiff_for_real
Waterspeed:,0.0
Frequency:,0.3
Heave Amplitude:,38
Pitch Amplitude:,20
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Statistical Evaluation:
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
average,45.478,107.079,50.077,0.000,0.000,0.174,7.084,0.157,0.019,0.006,0.837,106.979,inf
max,150.000,150.000,150.000,0.000,0.000,0.460,7.700,0.440,0.030,0.020,2.725,149.900,inf
min,0.000,30.000,0.000,0.000,0.000,-0.000,6.700,-0.010,0.010,0.000,0.000,29.900,inf
std. dev,44.039,57.031,58.893,0.000,0.000,0.134,0.155,0.132,0.004,0.007,0.852,57.031,

Complete Data:
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
30.163,0.320,30.000,150.000,0.000,0.000,0.100,7.200,0.080,0.020,0.000,1.135,29.900,inf
30.233,30.000,30.000,150.000,0.000,0.000,0.100,7.200,0.080,0.020,0.000,0.588,29.900,inf
30.302,59.860,30.000,150.000,0.000,0.000,0.100,7.100,0.080,0.020,0.000,0.599,29.900,inf
30.371,6.000,30.000,150.000,0.000,0.000,0.100,7.100,0.080,0.020,0.000,1.081,29.900,inf
30.441,4.000,30.000,150.000,0.000,0.000,0.100,7.100,0.080,0.020,0.000,0.040,29.900,inf
30.510,68.100,30.000,150.000,0.000,0.000,0.070,7.100,0.050,0.020,0.000,1.278,29.900,inf
30.580,71.860,30.000,150.000,0.000,0.000,0.070,7.100,0.050,0.020,0.000,0.075,29.900,inf
30.650,,30.000,150.000,0.000,0.000,0.070,7.100,0.050,0.020,0.000,,29.900,inf
30.720,,30.000,150.000,0.000,0.000,0.050,7.200,0.030,0.020,0.000,,29.900,inf
30.789,85.200,30.000,150.000,0.000,0.000,0.050,7.200,0.030,0.020,0.000,,29.900,inf
30.859,30.000,150.000,0.000,0.000,,0.050,6.900,0.030,0.020,0.000,1.105,149.900,inf
30.929,94.980,30.000,150.000,0.000,0.000,0.050,6.900,0.030,0.020,0.000,1.291,29.900,inf
30.998,0.000,150.000,0.000,0.000,,0.050,6.900,0.030,0.020,0.000,1.894,149.900,inf
31.068,30.000,150.000,0.000,0.000,,0.050,7.100,0.040,0.020,0.000,0.600,149.900,inf
31.137,109.560,30.000,150.000,0.000,0.000,0.050,7.100,0.040,0.020,0.000,1.584,29.900,inf
31.207,30.000,150.000,0.000,0.000,,0.050,7.100,0.040,0.020,0.000,1.596,149.900,inf
31.277,30.000,150.000,0.000,0.000,,0.070,7.200,0.050,0.020,0.000,0.000,149.900,inf
31.346,121.920,30.000,150.000,0.000,0.000,0.070,7.200,0.050,0.020,0.000,1.833,29.900,inf
31.416,30.000,150.000,0.000,0.000,,0.070,7.200,0.050,0.020,0.000,1.836,149.900,inf
31.485,30.000,150.000,0.000,0.000,,0.060,7.100,0.040,0.020,0.000,0.000,149.900,inf
31.555,30.000,150.000,0.000,0.000,,0.060,7.100,0.040,0.020,0.000,0.000,149.900,inf
31.625,30.000,150.000,0.000,0.000,,0.210,7.300,0.190,0.020,0.010,0.000,149.900,inf
31.694,132.690,30.000,150.000,0.000,0.000,0.210,7.300,0.190,0.020,0.010,2.043,29.900,inf
31.764,93.960,86.040,0.000,0.000,,0.210,7.300,0.190,0.020,0.010,0.772,85.940,inf
31.834,150.000,30.000,0.000,0.000,,0.100,7.100,0.080,0.010,0.000,1.119,29.900,inf
31.903,131.660,150.000,30.000,0.000,0.000,0.100,7.100,0.080,0.010,0.000,0.366,149.900,inf
31.973,50.000,30.000,0.000,0.000,,0.100,7.100,0.080,0.010,0.000,1.632,29.900,inf
32.042,50.000,30.000,0.000,0.000,,0.130,7.100,0.110,0.020,0.000,0.000,29.900,inf
32.112,50.000,30.000,0.000,0.000,,0.130,7.100,0.110,0.020,0.000,0.000,29.900,inf
32.181,50.000,30.000,0.000,0.000,,0.130,7.100,0.110,0.020,0.000,0.000,29.900,inf
32.251,117.950,150.000,30.000,0.000,0.000,0.310,7.000,0.290,0.030,0.010,1.349,149.900,inf
32.321,113.770,150.000,30.000,0.000,0.000,0.310,7.000,0.290,0.030,0.010,0.084,149.900,inf
32.390,50.000,30.000,0.000,0.000,,0.430,7.100,0.410,0.020,0.020,1.275,29.900,inf
32.460,104.570,150.000,30.000,0.000,0.000,0.430,7.100,0.410,0.020,0.020,1.089,149.900,inf
32.525,9.640,150.000,30.000,0.000,0.000,0.430,7.100,0.410,0.020,0.020,2.011,149.900,inf
32.595,94.710,150.000,30.000,0.000,0.000,0.330,7.100,0.310,0.020,0.010,1.689,149.900,inf
32.665,9.720,150.000,30.000,0.000,0.000,0.330,7.100,0.310,0.020,0.010,1.691,149.900,inf
32.735,4.810,150.000,30.000,0.000,0.000,0.330,7.100,0.310,0.020,0.010,0.098,149.900,inf
32.804,0.150,150.000,30.000,0.000,0.000,0.320,7.000,0.300,0.020,0.010,0.093,149.900,inf
32.874,75.680,150.000,30.000,0.000,0.000,0.320,7.000,0.300,0.020,0.010,1.513,149.900,inf
32.944,0.600,150.000,30.000,0.000,0.000,0.260,7.200,0.250,0.020,0.010,1.492,149.900,inf
33.013,0.860,150.000,30.000,0.000,0.000,0.260,7.200,0.250,0.020,0.010,0.005,149.900,inf
33.083,60.000,150.000,30.000,0.000,0.000,0.260,7.200,0.250,0.020,0.010,1.182,149.900,inf
33.152,90.000,150.000,30.000,0.000,0.000,0.180,7.200,0.160,0.020,0.010,0.598,149.900,inf
33.222,76.000,150.000,30.000,0.000,0.000,0.180,7.200,0.160,0.020,0.010,0.279,149.900,inf
33.292,19.000,150.000,30.000,0.000,0.000,0.180,7.200,0.160,0.020,0.010,1.139,149.900,inf
33.361,8.000,150.000,30.000,0.000,0.000,0.130,7.100,0.120,0.020,0.010,0.220,149.900,inf
33.431,57.000,80.390,99.610,0.000,0.000,0.130,7.100,0.120,0.020,0.010,0.976,80.290,inf
33.501,9.000,30.000,150.000,0.000,0.000,0.130,7.100,0.120,0.020,0.010,0.955,29.900,inf
33.570,58.400,30.000,150.000,0.000,0.000,0.050,7.300,0.030,0.020,0.000,0.985,29.900,inf
33.640,,30.000,150.000,0.000,0.000,0.050,7.300,0.030,0.020,0.000,,29.900,inf
33.710,,30.000,150.000,0.000,0.000,0.050,7.100,0.040,0.010,0.000,,29.900,inf
33.779,30.000,150.000,0.000,0.000,,0.050,7.100,0.040,0.010,0.000,,149.900,inf
33.849,30.000,150.000,0.000,0.000,,0.050,7.100,0.040,0.010,0.000,0.000,149.900,inf
33.918,30.000,150.000,0.000,0.000,,0.050,7.200,0.030,0.020,0.000,0.000,149.900,inf
33.988,0.000,150.000,0.000,0.000,,0.050,7.200,0.030,0.020,0.000,0.598,149.900,inf
34.057,0.000,150.000,0.000,0.000,,0.050,7.200,0.030,0.020,0.000,0.000,149.900,inf
34.127,85.600,30.000,150.000,0.000,0.000,0.050,7.100,0.030,0.020,0.000,1.704,29.900,inf
34.193,0.000,150.000,0.000,0.000,,0.050,7.100,0.030,0.020,0.000,1.809,149.900,inf
34.263,95.380,30.000,150.000,0.000,0.000,0.050,7.100,0.030,0.020,0.000,1.897,29.900,inf
34.336,100.450,30.000,150.000,0.000,0.000,0.040,7.100,0.030,0.020,0.000,0.096,29.900,inf
34.406,0.000,150.000,0.000,0.000,,0.040,7.100,0.030,0.020,0.000,2.002,149.900,inf
34.475,0.000,150.000,0.000,0.000,,0.070,7.100,0.060,0.020,0.000,0.000,149.900,inf
34.545,114.470,30.000,150.000,0.000,0.000,0.070,7.100,0.060,0.020,0.000,2.291,29.900,inf
34.614,0.000,150.000,0.000,0.000,,0.070,7.100,0.060,0.020,0.000,2.283,149.900,inf
34.684,0.000,150.000,0.000,0.000,,0.060,7.200,0.040,0.020,0.000,0.000,149.900,inf
34.754,125.500,30.000,150.000,0.000,0.000,0.060,7.200,0.040,0.020,0.000,2.497,29.900,inf
34.823,0.000,150.000,0.000,0.000,,0.060,7.200,0.040,0.020,0.000,2.502,149.900,inf
34.914,0.000,150.000,0.000,0.000,,0.080,6.700,0.060,0.020,0.000,0.000,149.900,inf
34.983,0.230,30.000,150.000,0.000,0.000,0.080,6.700,0.060,0.020,0.000,0.005,29.900,inf
35.053,0.000,150.000,0.000,0.000,,0.130,7.100,0.110,0.020,0.000,0.005,149.900,inf
35.122,2.930,145.950,34.050,0.000,0.000,0.130,7.100,0.110,0.020,0.000,0.058,145.850,inf
35.195,132.300,150.000,30.000,0.000,0.000,0.130,7.100,0.110,0.020,0.000,2.483,149.900,inf
35.262,1.020,150.000,30.000,0.000,0.000,0.090,7.100,0.070,0.020,0.000,2.725,149.900,inf
35.331,9.150,150.000,30.000,0.000,0.000,0.090,7.100,0.070,0.020,0.000,0.162,149.900,inf
35.401,126.660,150.000,30.000,0.000,0.000,0.090,7.100,0.070,0.020,0.000,2.331,149.900,inf
35.471,123.610,150.000,30.000,0.000,0.000,0.240,7.000,0.220,0.020,0.010,0.061,149.900,inf
35.540,0.130,150.000,30.000,0.000,0.000,0.240,7.000,0.220,0.020,0.010,2.468,149.900,inf
35.610,6.160,150.000,30.000,0.000,0.000,0.380,7.000,0.360,0.020,0.020,0.120,149.900,inf
35.680,111.820,150.000,30.000,0.000,0.000,0.380,7.000,0.360,0.020,0.020,2.108,149.900,inf
35.749,0.260,150.000,30.000,0.000,0.000,0.380,7.000,0.360,0.020,0.020,2.226,149.900,inf
35.819,0.430,150.000,30.000,0.000,0.000,0.460,7.000,0.440,0.020,0.020,0.003,149.900,inf
35.888,46.000,150.000,30.000,0.000,0.000,0.460,7.000,0.440,0.020,0.020,0.907,149.900,inf
35.958,52.000,150.000,30.000,0.000,0.000,0.460,7.000,0.440,0.020,0.020,0.120,149.900,inf
36.028,55.000,150.000,30.000,0.000,0.000,0.400,6.900,0.380,0.020,0.020,0.060,149.900,inf
36.097,78.000,150.000,30.000,0.000,0.000,0.400,6.900,0.380,0.020,0.020,0.459,149.900,inf
36.168,5.000,150.000,30.000,0.000,0.000,0.430,7.000,0.410,0.020,0.020,1.443,149.900,inf
36.236,2.000,150.000,30.000,0.000,0.000,0.430,7.000,0.410,0.020,0.020,0.061,149.900,inf
36.306,69.910,150.000,30.000,0.000,0.000,0.430,7.000,0.410,0.020,0.020,1.354,149.900,inf
36.376,66.370,150.000,30.000,0.000,0.000,0.310,6.900,0.290,0.020,0.010,0.070,149.900,inf
36.445,63.330,150.000,30.000,0.000,0.000,0.310,6.900,0.290,0.020,0.010,0.061,149.900,inf
36.515,,150.000,30.000,0.000,0.000,0.310,6.900,0.290,0.020,0.010,,149.900,inf
36.584,58.970,150.000,30.000,0.000,0.000,0.270,7.100,0.250,0.020,0.010,,149.900,inf
36.654,57.710,150.000,30.000,0.000,0.000,0.270,7.100,0.250,0.020,0.010,0.025,149.900,inf
36.724,57.070,145.380,34.620,0.000,0.000,0.270,7.100,0.250,0.020,0.010,0.013,145.280,inf
36.794,57.090,30.000,150.000,0.000,0.000,0.170,7.200,0.160,0.020,0.010,0.000,29.900,inf
36.863,30.000,150.000,0.000,0.000,,0.170,7.200,0.160,0.020,0.010,0.540,149.900,inf
36.933,30.000,150.000,0.000,0.000,,0.060,7.000,0.050,0.020,0.000,0.000,149.900,inf
37.002,60.990,30.000,150.000,0.000,0.000,0.060,7.000,0.050,0.020,0.000,0.620,29.900,inf
37.072,0.000,150.000,0.000,0.000,,0.060,7.000,0.050,0.020,0.000,1.215,149.900,inf
37.142,0.000,150.000,0.000,0.000,,0.050,7.100,0.040,0.010,0.000,0.000,149.900,inf
37.212,70.100,30.000,150.000,0.000,0.000,0.050,7.100,0.040,0.010,0.000,1.388,29.900,inf
37.281,0.000,150.000,0.000,0.000,,0.050,7.100,0.040,0.010,0.000,1.408,149.900,inf
37.348,78.390,30.000,150.000,0.000,0.000,0.050,7.000,0.040,0.010,0.000,1.631,29.900,inf
37.416,2.960,30.000,150.000,0.000,0.000,0.050,7.000,0.040,0.010,0.000,1.527,29.900,inf
37.485,7.740,30.000,150.000,0.000,0.000,-0.000,7.700,-0.010,0.010,-0.000,0.096,29.900,
37.555,92.710,30.000,150.000,0.000,0.000,-0.000,7.700,-0.010,0.010,-0.000,1.690,29.900,
37.625,7.650,30.000,150.000,0.000,0.000,-0.000,7.700,-0.010,0.010,-0.000,1.697,29.900,
37.695,2.610,30.000,150.000,0.000,0.000,0.070,6.900,0.050,0.020,0.000,0.100,29.900,inf
37.764,7.440,30.000,150.000,0.000,0.000,0.070,6.900,0.050,0.020,0.000,0.096,29.900,inf
37.834,112.000,30.000,150.000,0.000,0.000,0.070,6.900,0.050,0.020,0.000,2.089,29.900,inf
37.904,16.320,30.000,150.000,0.000,0.000,0.060,7.200,0.040,0.020,0.000,1.908,29.900,inf
37.973,20.270,30.000,150.000,0.000,0.000,0.060,7.200,0.040,0.020,0.000,0.079,29.900,inf
38.043,23.790,30.000,150.000,0.000,0.000,0.060,7.200,0.040,0.020,0.000,0.070,29.900,inf
38.117,26.800,30.000,150.000,0.000,0.000,0.070,7.000,0.050,0.020,0.000,0.057,29.900,inf
38.186,0.000,150.000,0.000,0.000,,0.070,7.000,0.050,0.020,0.000,0.536,149.900,inf
38.256,0.000,150.000,0.000,0.000,,0.110,7.000,0.090,0.020,0.000,0.000,149.900,inf
38.326,0.000,150.000,0.000,0.000,,0.110,7.000,0.090,0.020,0.000,0.000,149.900,inf
38.395,0.260,139.740,0.000,0.000,,0.110,7.000,0.090,0.020,0.000,0.005,139.640,inf
38.465,32.890,150.000,30.000,0.000,0.000,0.120,6.900,0.110,0.010,0.000,0.649,149.900,inf
38.534,50.000,30.000,0.000,0.000,,0.120,6.900,0.110,0.010,0.000,0.343,29.900,inf
38.604,50.000,30.000,0.000,0.000,,0.120,6.900,0.110,0.010,0.000,0.000,29.900,inf
38.673,128.870,150.000,30.000,0.000,0.000,0.120,7.100,0.100,0.020,0.000,1.577,149.900,inf
38.743,50.000,30.000,0.000,0.000,,0.120,7.100,0.100,0.020,0.000,1.572,29.900,inf
38.812,50.000,30.000,0.000,0.000,,0.260,6.900,0.240,0.020,0.010,0.000,29.900,inf
38.882,119.610,150.000,30.000,0.000,0.000,0.260,6.900,0.240,0.020,0.010,1.381,149.900,inf
38.952,115.640,150.000,30.000,0.000,0.000,0.260,6.900,0.240,0.020,0.010,0.079,149.900,inf
39.021,50.000,30.000,0.000,0.000,,0.420,7.000,0.400,0.020,0.020,1.311,29.900,inf
