Used Foils:,wide_foils_winglets
Waterspeed:,0.0
Frequency:,0.5
Heave Amplitude:,38
Pitch Amplitude:,35
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Time,Fx,Fz,Mx,My,Mz
81.25192213058472,0.03,0.00,0.00,0.03,-0.00
81.4405779838562,-0.08,0.00,-0.11,0.03,-0.01
81.62920713424683,-0.47,0.00,-0.50,0.03,-0.03
81.81787014007568,-0.87,0.00,-0.89,0.02,-0.05
82.00702810287476,-0.40,0.00,-0.42,0.03,-0.02
82.19492197036743,0.09,0.00,0.06,0.03,0.00
82.38359117507935,0.09,0.00,0.06,0.03,0.00
82.57232999801636,-0.01,0.00,-0.04,0.03,-0.00
82.76086616516113,1.05,0.00,0.95,0.11,0.04
82.94946002960205,1.61,0.00,1.43,0.18,0.06
83.13819527626038,1.45,0.00,1.23,0.22,0.05
83.3267719745636,0.35,0.00,0.22,0.13,0.00
83.51556825637817,0.15,0.00,0.09,0.06,0.00
83.70414805412292,1.51,0.00,1.09,0.42,0.03
83.89269495010376,1.73,0.00,1.35,0.38,0.05
84.0814151763916,1.68,0.00,1.36,0.31,0.05
84.27027201652527,0.96,0.00,0.74,0.22,0.03
84.45893025398254,-0.16,0.00,-0.19,0.04,-0.01
84.64759802818298,0.68,0.00,0.60,0.08,0.03
84.83646416664124,1.26,0.00,1.05,0.21,0.04
85.02461910247803,1.73,0.00,1.40,0.34,0.05
85.21349310874939,0.81,0.00,0.56,0.24,0.02
85.40213012695312,0.06,0.00,-0.08,0.14,-0.01
85.59091806411743,0.22,0.00,0.12,0.10,0.00
85.77959108352661,1.42,0.00,0.77,0.65,0.01
85.96793818473816,1.57,0.00,1.10,0.47,0.03
86.15652394294739,1.32,0.00,0.92,0.40,0.03
86.34820127487183,0.43,0.00,0.23,0.20,0.00
86.53398394584656,-0.06,0.00,-0.09,0.03,-0.01
86.7224690914154,0.95,0.00,0.59,0.35,0.01
86.91110229492188,1.43,0.00,1.00,0.44,0.03
87.09947419166565,1.82,0.00,1.23,0.59,0.03
87.28823494911194,0.71,0.00,0.37,0.33,0.00
87.47700500488281,0.05,0.00,0.02,0.03,-0.00
87.66555309295654,0.85,0.00,0.40,0.45,-0.00
87.85453414916992,1.56,0.00,0.86,0.70,0.01
88.0431559085846,1.55,0.00,1.04,0.51,0.03
88.23257899284363,1.07,0.00,0.66,0.40,0.01
88.42021822929382,-0.00,0.00,-0.09,0.08,-0.01
88.60891008377075,0.28,0.00,0.24,0.04,0.01
88.79726314544678,1.26,0.00,1.09,0.17,0.05
88.98627614974976,1.56,0.00,1.36,0.20,0.06
89.17453694343567,1.22,0.00,0.95,0.26,0.04
89.36336827278137,0.37,0.00,0.18,0.19,-0.00
89.55206394195557,0.04,0.00,0.00,0.04,-0.00
89.74088907241821,1.23,0.00,0.62,0.62,-0.00
89.92912912368774,1.54,0.00,0.97,0.56,0.02
90.11793994903564,1.47,0.00,0.95,0.51,0.02
90.30675315856934,0.69,0.00,0.41,0.28,0.01
90.4955792427063,-0.23,0.00,-0.26,0.03,-0.01
90.68428611755371,0.83,0.00,0.62,0.20,0.02
90.87262892723083,1.24,0.00,0.97,0.27,0.04
91.06099104881287,1.59,0.00,1.20,0.39,0.04
