Used Foils:,wide_foils_off
Waterspeed:,0.0
Frequency:,0.8
Heave Amplitude:,38
Pitch Amplitude:,50
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Time,Fx,Fz,Mx,My,Mz
562.5800037384033,-0.06,0.00,-0.01,-0.05,0.00
562.7688829898834,0.07,0.00,0.06,0.00,0.00
562.956200838089,0.12,0.00,0.09,0.03,0.00
563.1446967124939,0.08,0.00,0.07,0.01,0.00
563.3334429264069,-0.05,0.00,-0.00,-0.04,0.00
563.5211548805237,-0.03,0.00,0.02,-0.05,0.00
563.7093830108643,0.06,0.00,0.06,0.00,0.00
563.8976469039917,0.03,0.00,0.03,0.01,0.00
564.0856168270111,1.25,0.00,0.09,1.16,-0.05
564.2738108634949,2.55,0.00,0.93,1.62,-0.04
564.4620690345764,0.24,0.00,0.17,0.07,0.01
564.6503319740295,1.32,0.00,0.76,0.56,0.01
564.838515996933,3.54,0.00,1.85,1.69,0.01
565.026725769043,1.21,0.00,0.71,0.50,0.01
565.2149679660797,-0.46,0.00,-0.61,0.15,-0.04
565.4031898975372,2.40,0.00,0.79,1.61,-0.04
565.5914359092712,1.81,0.00,0.78,1.03,-0.01
565.7796380519867,0.23,0.00,0.16,0.07,0.00
565.9679319858551,1.77,0.00,0.99,0.78,0.01
566.156140089035,3.02,0.00,1.78,1.23,0.03
566.3441989421844,0.42,0.00,0.39,0.02,0.02
566.5328750610352,0.40,0.00,-0.42,0.82,-0.06
566.7211158275604,2.65,0.00,1.03,1.62,-0.03
566.9091448783875,1.25,0.00,0.71,0.54,0.01
567.0971789360046,0.74,0.00,0.40,0.34,0.00
567.2856159210205,2.85,0.00,1.69,1.16,0.03
567.4736368656158,2.14,0.00,1.23,0.92,0.02
567.6621179580688,-0.42,0.00,-0.31,-0.11,-0.01
567.8503260612488,2.24,0.00,0.85,1.39,-0.03
568.0388929843903,2.62,0.00,1.24,1.38,-0.01
568.2265729904175,0.08,0.00,0.09,-0.01,0.01
568.4147319793701,1.75,0.00,1.12,0.64,0.02
568.6031608581543,3.12,0.00,1.99,1.12,0.04
568.7915179729462,1.03,0.00,0.83,0.21,0.03
568.9798758029938,0.44,0.00,-0.47,0.92,-0.07
569.1677179336548,2.95,0.00,0.80,2.15,-0.07
569.3560659885406,1.46,0.00,0.89,0.57,0.02
569.5441958904266,0.44,0.00,0.31,0.12,0.01
569.7326059341431,2.00,0.00,1.13,0.86,0.01
569.9209129810333,2.86,0.00,1.86,1.00,0.04
570.1090588569641,-0.13,0.00,-0.14,0.01,-0.01
570.2970099449158,1.83,0.00,0.37,1.46,-0.06
570.485435962677,3.15,0.00,1.19,1.96,-0.04
570.6738588809967,0.14,0.00,0.16,-0.02,0.01
570.8621809482574,0.97,0.00,0.50,0.46,0.00
571.0502967834473,2.85,0.00,1.65,1.20,0.02
571.2381770610809,1.86,0.00,1.23,0.63,0.03
571.4269289970398,0.07,0.00,-0.29,0.36,-0.03
571.6148290634155,2.38,0.00,0.58,1.80,-0.06
571.8030641078949,2.49,0.00,1.19,1.31,-0.01
571.9914240837097,0.11,0.00,0.07,0.04,0.00
572.1795649528503,1.53,0.00,0.67,0.86,-0.01
572.3675630092621,3.02,0.00,1.75,1.27,0.02
