Used Foils:,wide_foils_off
Waterspeed:,0.0
Frequency:,0.6
Heave Amplitude:,38
Pitch Amplitude:,40
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Time,Fx,Fz,Mx,My,Mz
328.24346804618835,0.03,0.00,0.00,0.03,-0.00
328.43173003196716,0.08,0.00,0.05,0.03,0.00
328.6201090812683,-0.01,0.00,0.04,-0.05,0.01
328.8082220554352,-0.01,0.00,0.04,-0.04,0.00
328.99636578559875,0.05,0.00,0.02,0.03,-0.00
329.18466997146606,0.06,0.00,0.03,0.03,0.00
329.37264490127563,0.02,0.00,0.04,-0.02,0.00
329.56084394454956,0.05,0.00,0.05,-0.00,0.00
329.74943375587463,0.04,0.00,0.03,0.01,0.00
329.93753695487976,1.43,0.00,0.63,0.81,-0.01
330.1256229877472,2.05,0.00,1.07,0.98,0.00
330.31383299827576,1.33,0.00,0.99,0.34,0.03
330.5020868778229,0.07,0.00,0.05,0.03,0.00
330.69036388397217,0.73,0.00,0.33,0.40,-0.00
330.8784420490265,1.72,0.00,0.92,0.81,0.01
331.06673789024353,2.37,0.00,1.40,0.97,0.02
331.2549159526825,0.37,0.00,0.39,-0.02,0.02
331.44302105903625,-0.15,0.00,-0.36,0.21,-0.03
331.6316328048706,1.48,0.00,0.74,0.74,-0.00
331.8198621273041,2.02,0.00,0.95,1.07,-0.01
332.007817029953,1.11,0.00,0.98,0.13,0.04
332.1963458061218,0.13,0.00,0.05,0.08,-0.00
332.3842120170593,1.02,0.00,0.49,0.53,-0.00
332.5726008415222,2.03,0.00,1.17,0.86,0.02
332.7606930732727,1.87,0.00,1.04,0.83,0.01
332.9488351345062,-0.07,0.00,-0.01,-0.06,0.00
333.13733887672424,0.28,0.00,-0.16,0.44,-0.03
333.32530212402344,1.64,0.00,0.90,0.75,0.01
333.5135259628296,2.00,0.00,0.96,1.04,-0.00
333.70221281051636,0.55,0.00,0.46,0.09,0.02
333.8901948928833,0.08,0.00,0.05,0.03,0.00
334.07862186431885,0.87,0.00,0.29,0.57,-0.01
334.2665889263153,2.19,0.00,1.12,1.07,0.00
334.4546408653259,1.94,0.00,1.23,0.71,0.03
334.6430490016937,-0.07,0.00,0.05,-0.12,0.01
334.8310327529907,0.26,0.00,-0.39,0.65,-0.05
335.0193889141083,1.77,0.00,0.93,0.83,0.01
335.20769476890564,2.09,0.00,1.05,1.04,0.00
335.3958878517151,0.31,0.00,0.32,-0.01,0.02
335.58399200439453,0.17,0.00,0.02,0.14,-0.01
335.77242970466614,1.27,0.00,0.67,0.60,0.00
335.9606328010559,2.26,0.00,1.28,0.98,0.02
336.1489300727844,1.26,0.00,0.72,0.54,0.01
336.33710289001465,-0.36,0.00,-0.37,0.01,-0.02
336.5250177383423,0.87,0.00,0.16,0.71,-0.03
336.7134189605713,1.82,0.00,0.95,0.87,0.00
336.9014368057251,1.89,0.00,1.04,0.85,0.01
337.0897319316864,0.41,0.00,0.47,-0.06,0.03
337.2781870365143,0.27,0.00,0.01,0.26,-0.01
337.46608901023865,1.10,0.00,0.45,0.65,-0.01
337.654305934906,2.45,0.00,1.19,1.26,-0.00
337.84281301498413,0.69,0.00,0.28,0.41,-0.01
338.0310928821564,-0.56,0.00,-0.66,0.10,-0.04
338.21924686431885,1.01,0.00,0.32,0.69,-0.02
