Used Foils:,wide_stiff_for_real
Waterspeed:,0.0
Frequency:,0.6
Heave Amplitude:,38
Pitch Amplitude:,30
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Time,Fx,Fz,Mx,My,Mz
289.4079780578613,0.06,21.20,0.05,0.02,0.00
289.5973379611969,0.07,21.00,0.06,0.02,0.00
289.7868740558624,0.07,21.20,0.05,0.02,0.00
289.9760711193085,0.05,21.10,0.03,0.01,0.00
290.16544485092163,0.08,21.00,0.06,0.02,0.00
290.35438203811646,0.08,22.00,0.07,0.02,0.00
290.5436849594116,0.14,21.60,0.12,0.02,0.00
290.7329821586609,0.13,21.20,0.12,0.02,0.01
290.92230105400085,0.93,21.60,0.90,0.03,0.05
291.11112904548645,1.03,21.80,1.01,0.02,0.05
291.3003318309784,0.49,21.20,0.47,0.02,0.02
291.4893660545349,0.36,20.90,0.34,0.02,0.02
291.67862701416016,0.79,21.70,0.77,0.02,0.04
291.86820697784424,0.88,21.60,0.86,0.02,0.04
292.05749702453613,0.61,22.30,0.59,0.02,0.03
292.24644112586975,0.12,21.40,0.10,0.02,0.00
292.4358220100403,0.38,21.30,0.36,0.02,0.02
292.6255581378937,0.73,21.60,0.70,0.03,0.03
292.81477403640747,0.95,21.40,0.93,0.02,0.05
293.0036129951477,0.48,21.20,0.46,0.02,0.02
293.1929581165314,0.26,20.60,0.24,0.02,0.01
293.382089138031,0.85,21.90,0.83,0.02,0.04
293.57087898254395,0.84,21.80,0.82,0.02,0.04
293.7603919506073,0.46,22.00,0.44,0.02,0.02
293.9494149684906,0.06,21.30,0.04,0.02,0.00
294.13868498802185,0.39,21.40,0.37,0.02,0.02
294.3284590244293,0.74,21.90,0.71,0.03,0.03
294.5173661708832,0.82,21.00,0.80,0.02,0.04
294.7070391178131,0.34,21.20,0.32,0.02,0.02
294.89602279663086,0.42,20.70,0.41,0.02,0.02
295.0849800109863,0.92,21.70,0.90,0.03,0.04
295.27441596984863,0.90,22.10,0.87,0.02,0.04
295.4636151790619,0.24,21.40,0.22,0.02,0.01
295.652587890625,0.03,21.40,0.01,0.02,-0.00
295.84201407432556,0.42,21.60,0.40,0.02,0.02
296.0313379764557,0.73,21.50,0.71,0.02,0.04
296.2207398414612,0.66,21.10,0.64,0.02,0.03
296.4097170829773,0.26,21.10,0.24,0.02,0.01
296.59897899627686,0.69,21.10,0.67,0.02,0.03
296.7884690761566,1.07,22.00,1.05,0.02,0.05
296.9774417877197,0.87,21.40,0.85,0.02,0.04
297.1668179035187,0.17,21.50,0.15,0.02,0.01
297.35590505599976,0.16,21.60,0.14,0.02,0.01
297.54490089416504,0.62,21.60,0.60,0.02,0.03
297.73409700393677,0.71,21.60,0.68,0.02,0.03
297.92330408096313,0.61,20.80,0.59,0.02,0.03
298.1125600337982,0.22,21.00,0.20,0.02,0.01
298.30158400535583,0.80,20.80,0.78,0.02,0.04
298.4906520843506,0.99,22.20,0.96,0.02,0.05
298.6798150539398,0.75,21.50,0.73,0.02,0.04
298.86887788772583,0.05,22.00,0.04,0.01,0.00
299.05841398239136,0.26,21.10,0.23,0.02,0.01
299.2475709915161,0.60,21.40,0.57,0.02,0.03
