Used Parameters:
Used Foils:,wide_stiff_for_real
Waterspeed:,0.0
Frequency:,0.5
Heave Amplitude:,38
Pitch Amplitude:,65
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Statistical Evaluation:
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
average,58.402,91.764,224.024,3237.879,0.000,0.379,17.374,0.360,0.017,0.018,0.833,91.664,0.11705193430637773
max,150.000,150.000,4548.000,8986.000,0.000,1.390,18.900,1.370,0.070,0.070,2.725,149.900,inf
min,0.000,30.000,30.000,0.000,0.000,-0.600,16.100,-0.590,-0.010,-0.030,0.000,29.900,-0.646
std. dev,45.754,56.056,713.168,2004.873,0.000,0.492,0.786,0.481,0.014,0.024,0.809,56.056,
Complete Data:,,,,,,,,,,,,,
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
511.482,57.990,30.000,150.000,7756.000,0.000,0.010,16.700,-0.010,0.020,-0.000,0.019,29.900,0.001
511.552,7.000,30.000,150.000,4662.000,0.000,0.010,16.700,-0.010,0.020,-0.000,1.015,29.900,0.002
511.626,65.570,30.000,150.000,3618.000,0.000,0.060,18.900,0.040,0.020,0.000,1.107,29.900,0.017
511.699,0.620,30.000,150.000,4384.000,0.000,0.060,18.900,0.040,0.020,0.000,1.222,29.900,0.014
511.769,30.000,150.000,1482.000,0.000,,0.060,18.900,0.040,0.020,0.000,0.585,149.900,inf
511.843,7.180,30.000,150.000,4590.000,0.000,0.030,17.500,0.000,0.020,-0.000,0.429,29.900,0.007
511.912,0.000,30.000,150.000,2304.000,0.000,0.030,17.500,0.000,0.020,-0.000,0.143,29.900,0.013
511.986,104.100,30.000,150.000,974.000,0.000,0.030,16.300,0.010,0.020,-0.000,1.961,29.900,0.031
512.060,112.250,30.000,150.000,2936.000,0.000,0.030,16.300,0.010,0.020,-0.000,0.153,29.900,0.010
512.131,,30.000,150.000,1324.000,0.000,0.030,16.300,0.010,0.020,-0.000,,29.900,0.023
512.203,25.320,30.000,150.000,3198.000,0.000,0.080,16.900,0.060,0.020,0.000,,29.900,0.025
512.273,68.000,30.000,150.000,3968.000,0.000,0.080,16.900,0.060,0.020,0.000,0.851,29.900,0.020
512.347,132.280,30.000,150.000,4434.000,0.000,0.980,18.000,0.950,0.030,0.050,1.215,29.900,0.221
512.420,0.980,118.270,61.730,4156.000,0.000,0.980,18.000,0.950,0.030,0.050,2.480,118.170,0.236
512.490,,150.000,30.000,792.000,0.000,0.980,18.000,0.950,0.030,0.050,,149.900,1.237
512.563,28.580,150.000,30.000,4862.000,0.000,1.010,17.700,0.990,0.020,0.050,,149.900,0.208
512.633,74.000,150.000,30.000,3230.000,0.000,1.010,17.700,0.990,0.020,0.050,0.900,149.900,0.313
512.707,117.430,150.000,30.000,3394.000,0.000,1.010,17.700,0.990,0.020,0.050,0.817,149.900,0.298
512.781,9.870,150.000,30.000,4650.000,0.000,0.270,17.000,0.250,0.020,0.010,2.033,149.900,0.058
512.850,7.000,150.000,30.000,3218.000,0.000,0.270,17.000,0.250,0.020,0.010,0.057,149.900,0.084
512.924,3.090,150.000,30.000,2730.000,0.000,0.320,16.700,0.290,0.020,0.010,0.074,149.900,0.117
512.994,3.000,150.000,30.000,2766.000,0.000,0.320,16.700,0.290,0.020,0.010,0.002,149.900,0.116
513.068,76.690,150.000,30.000,4486.000,0.000,0.320,16.700,0.290,0.020,0.010,1.384,149.900,0.071
513.141,0.690,150.000,30.000,5410.000,0.000,0.620,17.900,0.600,0.020,0.030,1.434,149.900,0.115
513.211,,150.000,30.000,6576.000,0.000,0.620,17.900,0.600,0.020,0.030,,149.900,0.094
513.284,9.850,150.000,30.000,4276.000,0.000,0.850,18.700,0.820,0.020,0.040,,149.900,0.199
513.354,1.000,150.000,30.000,7392.000,0.000,0.850,18.700,0.820,0.020,0.040,0.176,149.900,0.115
513.428,57.080,30.670,149.330,2880.000,0.000,0.850,18.700,0.820,0.020,0.040,1.063,30.570,0.295
513.501,0.610,30.000,150.000,5014.000,0.000,1.100,18.900,1.080,0.020,0.050,1.065,29.900,0.219
513.571,30.000,150.000,4476.000,0.000,,1.100,18.900,1.080,0.020,0.050,0.584,149.900,inf
513.645,67.060,30.000,150.000,6580.000,0.000,1.100,18.900,1.080,0.020,0.050,0.697,29.900,0.167
513.715,73.540,30.000,150.000,5518.000,0.000,0.110,17.800,0.090,0.020,0.000,0.129,29.900,0.020
513.788,81.120,30.000,150.000,2868.000,0.000,0.110,17.800,0.090,0.020,0.000,0.143,29.900,0.038
513.858,41.000,30.000,150.000,2222.000,0.000,0.020,16.900,0.000,0.010,-0.000,0.802,29.900,0.009
513.932,98.100,30.000,150.000,1124.000,0.000,0.020,16.900,0.000,0.010,-0.000,1.073,29.900,0.018
514.005,6.400,30.000,150.000,1996.000,0.000,0.020,16.900,0.000,0.010,-0.000,1.730,29.900,0.010
514.075,34.000,30.000,150.000,2910.000,0.000,-0.020,16.300,-0.010,-0.010,0.000,0.548,29.900,-0.007
514.149,121.190,30.000,150.000,2398.000,0.000,-0.020,16.300,-0.010,-0.010,0.000,1.650,29.900,-0.008
514.222,6.690,30.000,150.000,5250.000,0.000,-0.020,16.300,-0.010,-0.010,0.000,2.159,29.900,-0.004
514.292,130.590,30.000,150.000,3942.000,0.000,0.070,17.900,0.060,0.010,0.000,2.473,29.900,0.018
514.366,132.690,30.000,150.000,4922.000,0.000,0.070,17.900,0.060,0.010,0.000,0.040,29.900,0.014
514.439,0.810,150.000,30.000,3172.000,0.000,1.310,18.300,1.240,0.070,0.060,2.495,149.900,0.413
514.509,131.030,150.000,30.000,394.000,0.000,1.310,18.300,1.240,0.070,0.060,2.594,149.900,3.325
514.582,27.340,150.000,30.000,4646.000,0.000,1.310,18.300,1.240,0.070,0.060,1.958,149.900,0.282
514.652,122.040,150.000,30.000,3886.000,0.000,0.620,17.400,0.600,0.030,0.030,1.886,149.900,0.160
514.726,115.360,150.000,30.000,3572.000,0.000,0.620,17.400,0.600,0.030,0.030,0.125,149.900,0.174
514.800,107.650,150.000,30.000,3788.000,0.000,0.200,17.100,0.180,0.020,0.010,0.146,149.900,0.053
514.870,,150.000,30.000,3716.000,0.000,0.200,17.100,0.180,0.020,0.010,,149.900,0.054
514.944,90.710,150.000,30.000,3502.000,0.000,0.200,17.100,0.180,0.020,0.010,,149.900,0.057
515.013,82.240,150.000,30.000,1016.000,0.000,0.500,16.300,0.480,0.020,0.020,0.169,149.900,0.492
