Used Parameters:
Used Foils:,wide_stiff_for_real
Waterspeed:,0.0
Frequency:,0.8
Heave Amplitude:,38
Pitch Amplitude:,40
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Statistical Evaluation:
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
average,57.099,142.090,429.226,6162.855,0.000,1.161,25.694,0.853,0.307,0.029,1.119,141.990,0.188386713625422
max,150.000,6318.000,9818.000,16692.000,0.000,2.590,28.800,2.130,0.710,0.090,2.767,6317.900,inf
min,0.000,30.000,0.000,0.000,0.000,-0.010,21.500,0.000,-0.020,0.000,0.005,29.900,-0.003
std. dev,48.112,576.441,1529.312,3431.103,0.000,0.689,1.543,0.520,0.199,0.021,0.831,576.441,
Complete Data:,,,,,,,,,,,,,
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
56.110,,140.000,0.000,,,0.160,23.700,0.130,0.030,0.010,,139.900,
56.184,59.530,30.000,150.000,5636.000,0.000,0.160,23.700,0.130,0.030,0.010,,29.900,0.028
56.257,6.530,30.000,150.000,1590.000,0.000,0.180,25.100,0.150,0.020,0.010,1.001,29.900,0.113
56.327,5.000,30.000,150.000,5902.000,0.000,0.180,25.100,0.150,0.020,0.010,0.030,29.900,0.030
56.400,90.520,30.000,150.000,3348.000,0.000,0.180,25.100,0.150,0.020,0.010,1.621,29.900,0.054
56.474,0.990,30.000,150.000,2792.000,0.000,0.080,21.500,0.060,0.020,0.000,1.690,29.900,0.029
56.544,116.630,30.000,150.000,2986.000,0.000,0.080,21.500,0.060,0.020,0.000,2.306,29.900,0.027
56.618,26.290,30.000,150.000,5118.000,0.000,0.080,21.500,0.060,0.020,0.000,1.697,29.900,0.016
56.691,131.900,30.000,150.000,8556.000,0.000,1.060,25.500,0.900,0.150,0.040,1.991,29.900,0.124
56.761,150.000,30.000,6148.000,0.000,,1.060,25.500,0.900,0.150,0.040,0.361,29.900,inf
56.835,128.570,150.000,30.000,3340.000,0.000,2.590,25.900,2.130,0.460,0.090,0.403,149.900,0.775
56.905,4.000,150.000,30.000,5750.000,0.000,2.590,25.900,2.130,0.460,0.090,2.469,149.900,0.450
