Used Parameters:
Used Foils:,wide_stiff_for_real
Waterspeed:,0.0
Frequency:,0.6
Heave Amplitude:,38
Pitch Amplitude:,35
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Statistical Evaluation:
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
average,58.274,91.198,182.463,3747.017,0.000,0.574,21.717,0.553,0.020,0.028,1.158,91.098,0.1531885230304533
max,150.000,150.000,5292.000,10404.000,0.000,1.130,22.400,1.100,0.100,0.060,2.979,149.900,inf
min,0.190,30.000,30.000,0.000,0.000,-0.010,20.700,-0.000,-0.010,0.000,0.000,29.900,-0.035
std. dev,46.694,59.617,608.650,2259.113,0.000,0.369,0.429,0.363,0.013,0.019,0.936,59.617,
Complete Data:,,,,,,,,,,,,,
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
303.304,57.000,90.000,90.000,898.000,0.000,0.030,21.600,0.010,0.020,-0.000,0.000,89.900,0.033
303.378,58.390,30.000,150.000,4728.000,0.000,0.030,21.600,0.010,0.020,-0.000,0.026,29.900,0.006
303.452,46.000,30.000,150.000,3376.000,0.000,0.030,21.700,0.020,0.020,-0.000,0.234,29.900,0.009
303.521,30.000,150.000,4028.000,0.000,,0.030,21.700,0.020,0.020,-0.000,0.319,149.900,inf
303.595,77.280,30.000,150.000,4758.000,0.000,0.030,21.700,0.020,0.020,-0.000,0.889,29.900,0.006
303.665,,30.000,150.000,2424.000,0.000,0.070,22.100,0.050,0.020,0.000,,29.900,0.029
303.739,97.340,30.000,150.000,3422.000,0.000,0.070,22.100,0.050,0.020,0.000,,29.900,0.020
303.813,0.290,30.000,150.000,1772.000,0.000,0.350,21.300,0.320,0.020,0.020,1.825,29.900,0.198
303.882,116.600,30.000,150.000,4892.000,0.000,0.350,21.300,0.320,0.020,0.020,2.323,29.900,0.072
303.957,124.190,30.000,150.000,3024.000,0.000,0.350,21.300,0.320,0.020,0.020,0.140,29.900,0.116
304.025,64.000,30.000,150.000,1544.000,0.000,1.000,21.800,0.970,0.030,0.050,1.233,29.900,0.648
304.099,132.560,30.000,150.000,2108.000,0.000,1.000,21.800,0.970,0.030,0.050,1.290,29.900,0.474
304.173,0.710,150.000,30.000,1638.000,0.000,1.020,21.800,1.000,0.020,0.050,2.485,149.900,0.623
304.242,130.080,150.000,30.000,3984.000,0.000,1.020,21.800,1.000,0.020,0.050,2.568,149.900,0.256
304.316,24.880,150.000,30.000,4358.000,0.000,1.020,21.800,1.000,0.020,0.050,1.982,149.900,0.234
304.386,49.000,150.000,30.000,3362.000,0.000,0.460,21.800,0.440,0.020,0.020,0.481,149.900,0.137
304.460,108.320,150.000,30.000,3572.000,0.000,0.460,21.800,0.440,0.020,0.020,1.117,149.900,0.129
304.533,0.430,150.000,30.000,5180.000,0.000,0.460,21.800,0.440,0.020,0.020,2.034,149.900,0.089
304.603,,150.000,30.000,5152.000,0.000,0.510,20.700,0.490,0.020,0.020,,149.900,0.099
304.677,8.260,150.000,30.000,7328.000,0.000,0.510,20.700,0.490,0.020,0.020,,149.900,0.070
304.746,3.000,150.000,30.000,5316.000,0.000,0.990,21.900,0.960,0.020,0.050,0.105,149.900,0.186
304.820,63.040,150.000,30.000,8850.000,0.000,0.990,21.900,0.960,0.020,0.050,1.126,149.900,0.112
304.894,58.660,150.000,30.000,7180.000,0.000,0.990,21.900,0.960,0.020,0.050,0.083,149.900,0.138
304.963,,116.010,63.990,1468.000,0.000,1.040,22.300,1.020,0.020,0.050,,115.910,0.708
305.037,58.110,30.000,150.000,1128.000,0.000,1.040,22.300,1.020,0.020,0.050,,29.900,0.922
305.107,61.980,30.000,150.000,3948.000,0.000,1.040,22.300,1.020,0.020,0.050,0.077,29.900,0.263
305.180,68.230,30.000,150.000,3680.000,0.000,0.630,22.000,0.610,0.020,0.030,0.118,29.900,0.171
305.254,76.440,30.000,150.000,3326.000,0.000,0.630,22.000,0.610,0.020,0.030,0.155,29.900,0.189
305.323,86.010,30.000,150.000,2814.000,0.000,0.120,21.600,0.100,0.020,0.000,0.192,29.900,0.043
305.397,6.240,30.000,150.000,774.000,0.000,0.120,21.600,0.100,0.020,0.000,1.505,29.900,0.155
305.467,8.000,30.000,150.000,718.000,0.000,0.120,21.600,0.100,0.020,0.000,0.035,29.900,0.167
305.541,115.680,30.000,150.000,3768.000,0.000,0.340,21.100,0.320,0.020,0.020,2.030,29.900,0.090
305.614,3.570,30.000,150.000,3880.000,0.000,0.340,21.100,0.320,0.020,0.020,2.115,29.900,0.088
305.684,129.180,30.000,150.000,2732.000,0.000,0.670,21.600,0.640,0.030,0.030,2.496,29.900,0.245
305.758,132.410,30.000,150.000,2500.000,0.000,0.670,21.600,0.640,0.030,0.030,0.061,29.900,0.268
305.832,0.820,150.000,30.000,1156.000,0.000,0.670,21.600,0.640,0.030,0.030,2.487,149.900,0.580
305.901,130.490,150.000,30.000,4358.000,0.000,0.700,22.000,0.680,0.020,0.030,2.581,149.900,0.161
305.975,25.460,150.000,30.000,2464.000,0.000,0.700,22.000,0.680,0.020,0.030,1.982,149.900,0.284
306.045,25.000,150.000,30.000,4064.000,0.000,0.700,22.000,0.680,0.020,0.030,0.009,149.900,0.172
306.118,109.210,150.000,30.000,6754.000,0.000,0.400,21.100,0.380,0.020,0.020,1.597,149.900,0.059
306.192,0.380,150.000,30.000,2098.000,0.000,0.400,21.100,0.380,0.020,0.020,2.050,149.900,0.191
306.261,150.000,30.000,5292.000,0.000,,0.550,20.900,0.520,0.020,0.030,2.979,29.900,inf
306.335,9.120,150.000,30.000,5748.000,0.000,0.550,20.900,0.520,0.020,0.030,2.645,149.900,0.096
306.405,5.000,150.000,30.000,4816.000,0.000,0.550,20.900,0.520,0.020,0.030,0.082,149.900,0.114
306.479,63.570,150.000,30.000,8234.000,0.000,0.960,22.200,0.940,0.020,0.050,1.106,149.900,0.117
306.552,58.950,150.000,30.000,9264.000,0.000,0.960,22.200,0.940,0.020,0.050,0.087,149.900,0.104
306.622,57.060,138.610,41.390,4146.000,0.000,0.960,22.200,0.940,0.020,0.050,0.038,138.510,0.232
306.696,57.930,30.000,150.000,2724.000,0.000,0.910,22.200,0.890,0.020,0.040,0.016,29.900,0.334
306.766,2.000,30.000,150.000,2942.000,0.000,0.910,22.200,0.890,0.020,0.040,1.110,29.900,0.309
306.839,67.460,30.000,150.000,4008.000,0.000,0.450,22.200,0.430,0.020,0.020,1.244,29.900,0.112
306.913,62.000,30.000,150.000,3716.000,0.000,0.450,22.200,0.430,0.020,0.020,0.103,29.900,0.121
306.983,85.090,30.000,150.000,2838.000,0.000,0.450,22.200,0.430,0.020,0.020,0.460,29.900,0.159
307.056,5.140,30.000,150.000,3076.000,0.000,0.070,21.800,0.060,0.010,0.000,1.505,29.900,0.023
307.126,46.000,30.000,150.000,730.000,0.000,0.070,21.800,0.060,0.010,0.000,0.813,29.900,0.096
307.199,114.880,30.000,150.000,3188.000,0.000,0.350,22.000,0.320,0.020,0.020,1.306,29.900,0.110
307.273,122.930,30.000,150.000,1790.000,0.000,0.350,22.000,0.320,0.020,0.020,0.151,29.900,0.196
307.343,1.000,30.000,150.000,3512.000,0.000,0.350,22.000,0.320,0.020,0.020,2.427,29.900,0.100
