Used Parameters:
Used Foils:,wide_stiff_for_real
Waterspeed:,0.0
Frequency:,0.6
Heave Amplitude:,38
Pitch Amplitude:,20
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Statistical Evaluation:
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
267.361,70.560,150.000,30.000,6938.000,0.000,0.460,22.100,0.440,0.020,0.020,,149.900,0.066
267.434,57.000,150.000,30.000,6888.000,0.000,0.460,22.100,0.440,0.020,0.020,0.259,149.900,0.067
267.503,58.990,150.000,30.000,5364.000,0.000,0.650,22.800,0.630,0.020,0.030,0.040,149.900,0.121
267.577,7.060,138.610,41.390,3814.000,0.000,0.650,22.800,0.630,0.020,0.030,0.976,138.510,0.170
267.646,,30.000,150.000,944.000,0.000,0.630,22.400,0.610,0.020,0.030,,29.900,0.667
267.721,61.450,30.000,150.000,2370.000,0.000,0.630,22.400,0.610,0.020,0.030,,29.900,0.266
267.790,56.000,30.000,150.000,3818.000,0.000,0.630,22.400,0.610,0.020,0.030,0.109,29.900,0.165
267.864,75.490,30.000,150.000,3054.000,0.000,0.130,22.500,0.120,0.020,0.010,0.368,29.900,0.043
267.937,0.950,30.000,150.000,3774.000,0.000,0.130,22.500,0.120,0.020,0.010,1.405,29.900,0.034
268.007,95.290,30.000,150.000,4182.000,0.000,0.130,22.500,0.120,0.020,0.010,1.879,29.900,0.031
268.081,105.330,30.000,150.000,2986.000,0.000,0.290,21.900,0.270,0.020,0.010,0.189,29.900,0.097
268.154,0.880,30.000,150.000,4444.000,0.000,0.290,21.900,0.270,0.020,0.010,1.968,29.900,0.065
268.224,,30.000,150.000,3424.000,0.000,0.750,22.900,0.710,0.030,0.040,,29.900,0.219
268.298,128.750,30.000,150.000,3188.000,0.000,0.750,22.900,0.710,0.030,0.040,,29.900,0.235
268.371,22.000,30.000,150.000,1976.000,0.000,0.750,22.900,0.710,0.030,0.040,2.012,29.900,0.380
268.441,,150.000,30.000,312.000,0.000,0.890,22.200,0.870,0.020,0.040,,149.900,2.853
268.514,0.770,150.000,30.000,4896.000,0.000,0.890,22.200,0.870,0.020,0.040,,149.900,0.182
268.584,126.100,150.000,30.000,5990.000,0.000,0.890,22.200,0.870,0.020,0.040,2.498,149.900,0.149
268.658,119.000,150.000,30.000,4902.000,0.000,0.630,21.700,0.600,0.020,0.030,0.133,149.900,0.129
268.732,110.090,150.000,30.000,6776.000,0.000,0.630,21.700,0.600,0.020,0.030,0.168,149.900,0.093
268.801,,150.000,30.000,4480.000,0.000,0.250,21.700,0.230,0.020,0.010,,149.900,0.056
268.875,89.910,150.000,30.000,4472.000,0.000,0.250,21.700,0.230,0.020,0.010,,149.900,0.056
268.945,0.000,150.000,30.000,8644.000,0.000,0.250,21.700,0.230,0.020,0.010,1.790,149.900,0.029
269.018,71.300,150.000,30.000,8884.000,0.000,0.520,22.100,0.500,0.020,0.020,1.346,149.900,0.059
269.092,0.120,150.000,30.000,6042.000,0.000,0.520,22.100,0.500,0.020,0.020,1.338,149.900,0.086
269.162,,150.000,30.000,4132.000,0.000,0.740,22.800,0.720,0.020,0.040,,149.900,0.179
269.236,7.120,150.000,30.000,1694.000,0.000,0.740,22.800,0.720,0.020,0.040,,149.900,0.437
269.305,0.000,30.000,150.000,5204.000,0.000,0.740,22.800,0.720,0.020,0.040,0.142,29.900,0.142
269.379,61.080,30.000,150.000,1760.000,0.000,0.520,22.400,0.500,0.020,0.020,1.156,29.900,0.295
269.453,91.000,30.000,150.000,3228.000,0.000,0.520,22.400,0.500,0.020,0.020,0.563,29.900,0.161
269.523,74.680,30.000,150.000,3284.000,0.000,0.520,22.400,0.500,0.020,0.020,0.322,29.900,0.158
269.596,4.170,30.000,150.000,3542.000,0.000,0.120,22.600,0.110,0.020,0.000,1.346,29.900,0.034
269.666,94.330,30.000,150.000,2772.000,0.000,0.120,22.600,0.110,0.020,0.000,1.790,29.900,0.043
269.739,104.540,30.000,150.000,2448.000,0.000,0.350,22.500,0.340,0.020,0.020,0.193,29.900,0.143
269.813,114.060,30.000,150.000,5400.000,0.000,0.350,22.500,0.340,0.020,0.020,0.179,29.900,0.065
269.883,122.270,30.000,150.000,3280.000,0.000,0.350,22.500,0.340,0.020,0.020,0.164,29.900,0.107
269.957,128.370,30.000,150.000,1036.000,0.000,0.750,22.600,0.720,0.030,0.040,0.115,29.900,0.724
270.030,0.020,30.000,150.000,1202.000,0.000,0.750,22.600,0.720,0.030,0.040,2.418,29.900,0.624
270.100,,132.960,47.040,404.000,0.000,0.750,22.600,0.720,0.030,0.040,,132.860,1.856
270.174,31.130,150.000,30.000,586.000,0.000,0.990,21.900,0.960,0.030,0.050,,149.900,1.689
270.243,126.560,150.000,30.000,6466.000,0.000,0.990,21.900,0.960,0.030,0.050,1.911,149.900,0.153
270.317,119.730,150.000,30.000,4276.000,0.000,0.350,21.900,0.330,0.020,0.020,0.129,149.900,0.082
270.391,110.960,150.000,30.000,6204.000,0.000,0.350,21.900,0.330,0.020,0.020,0.165,149.900,0.056
270.460,101.270,150.000,30.000,4164.000,0.000,0.350,21.900,0.330,0.020,0.020,0.193,149.900,0.084
270.534,0.850,150.000,30.000,6448.000,0.000,0.190,21.600,0.180,0.020,0.010,1.898,149.900,0.029
270.603,80.880,150.000,30.000,7072.000,0.000,0.190,21.600,0.180,0.020,0.010,1.598,149.900,0.027
270.677,71.940,150.000,30.000,6286.000,0.000,0.570,22.000,0.550,0.020,0.030,0.168,149.900,0.091
270.751,0.680,150.000,30.000,6914.000,0.000,0.570,22.000,0.550,0.020,0.030,1.336,149.900,0.082
270.820,59.600,150.000,30.000,3512.000,0.000,0.570,22.000,0.550,0.020,0.030,1.181,149.900,0.162
270.894,57.210,150.000,30.000,2170.000,0.000,0.720,22.700,0.700,0.020,0.030,0.045,149.900,0.332
270.964,5.000,30.000,150.000,948.000,0.000,0.720,22.700,0.700,0.020,0.030,1.039,29.900,0.759
271.038,60.660,30.000,150.000,1910.000,0.000,0.720,22.700,0.700,0.020,0.030,1.046,29.900,0.377
271.111,0.180,30.000,150.000,2926.000,0.000,0.380,22.100,0.360,0.020,0.020,1.141,29.900,0.130
271.181,30.000,150.000,2432.000,0.000,,0.380,22.100,0.360,0.020,0.020,0.593,149.900,inf
271.255,3.260,30.000,150.000,4276.000,0.000,0.110,22.100,0.080,0.020,0.000,0.506,29.900,0.026
271.325,2.000,30.000,150.000,3188.000,0.000,0.110,22.100,0.080,0.020,0.000,0.025,29.900,0.035
271.398,103.620,30.000,150.000,3286.000,0.000,0.110,22.100,0.080,0.020,0.000,1.913,29.900,0.033
271.472,3.350,30.000,150.000,4954.000,0.000,0.380,21.700,0.360,0.020,0.020,1.887,29.900,0.077
271.542,121.600,30.000,150.000,3156.000,0.000,0.380,21.700,0.360,0.020,0.020,2.353,29.900,0.120
271.615,127.900,30.000,150.000,3260.000,0.000,0.380,21.700,0.360,0.020,0.020,0.119,29.900,0.117
271.689,0.830,30.000,150.000,1872.000,0.000,0.830,22.000,0.800,0.030,0.040,2.390,29.900,0.443
271.759,,110.360,69.640,702.000,0.000,0.830,22.000,0.800,0.030,0.040,,110.260,1.182
271.832,131.370,150.000,30.000,848.000,0.000,0.830,21.600,0.800,0.030,0.040,,149.900,0.979
271.902,8.000,150.000,30.000,6022.000,0.000,0.830,21.600,0.800,0.030,0.040,2.455,149.900,0.138
271.976,120.450,150.000,30.000,6714.000,0.000,0.830,21.600,0.800,0.030,0.040,2.116,149.900,0.124
272.049,1.950,150.000,30.000,6348.000,0.000,0.350,21.300,0.330,0.020,0.020,2.240,149.900,0.055
272.119,7.000,150.000,30.000,3782.000,0.000,0.350,21.300,0.330,0.020,0.020,0.100,149.900,0.093
272.193,91.800,150.000,30.000,5688.000,0.000,0.440,21.100,0.420,0.020,0.020,1.604,149.900,0.077
272.262,81.630,150.000,30.000,6556.000,0.000,0.440,21.100,0.420,0.020,0.020,0.202,149.900,0.067
272.336,72.700,150.000,30.000,7046.000,0.000,0.440,21.100,0.420,0.020,0.020,0.169,149.900,0.062
272.410,5.180,150.000,30.000,7170.000,0.000,0.590,22.100,0.570,0.020,0.030,1.274,149.900,0.082
272.479,59.960,150.000,30.000,2206.000,0.000,0.590,22.100,0.570,0.020,0.030,1.092,149.900,0.267
272.553,57.300,150.000,30.000,2746.000,0.000,0.590,22.100,0.570,0.020,0.030,0.050,149.900,0.215
272.627,40.000,30.000,150.000,5034.000,0.000,0.710,22.100,0.680,0.020,0.030,0.327,29.900,0.141
272.696,30.000,150.000,1550.000,0.000,,0.710,22.100,0.680,0.020,0.030,0.199,149.900,inf
272.770,5.660,30.000,150.000,2606.000,0.000,0.220,21.800,0.200,0.020,0.010,0.458,29.900,0.084
272.841,,30.000,150.000,1278.000,0.000,0.220,21.800,0.200,0.020,0.010,,29.900,0.172
272.914,82.490,30.000,150.000,2582.000,0.000,0.220,21.800,0.200,0.020,0.010,,29.900,0.085
272.983,92.420,30.000,150.000,3480.000,0.000,0.260,21.300,0.240,0.020,0.010,0.198,29.900,0.075
273.057,102.820,30.000,150.000,2536.000,0.000,0.260,21.300,0.240,0.020,0.010,0.196,29.900,0.103
273.131,12.510,30.000,150.000,4220.000,0.000,0.260,21.300,0.240,0.020,0.010,1.699,29.900,0.062
273.204,91.000,30.000,150.000,3516.000,0.000,0.510,21.700,0.490,0.020,0.020,1.484,29.900,0.145
