Used Parameters:
Used Foils:,wide_stiff_for_real
Waterspeed:,0.0
Frequency:,0.6
Heave Amplitude:,38
Pitch Amplitude:,60
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Statistical Evaluation:
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
average,60.733,87.130,332.328,4226.847,0.000,0.466,20.584,0.442,0.024,0.021,1.161,87.030,0.11024766214627595
max,150.000,150.000,9562.000,11098.000,0.000,1.450,22.000,1.410,0.210,0.070,2.989,149.900,inf
min,0.000,30.000,30.000,0.000,0.000,-0.880,19.000,-0.870,-0.020,-0.040,0.000,29.900,-0.733
std. dev,48.338,59.547,1224.313,2452.451,0.000,0.606,0.810,0.582,0.041,0.028,0.880,59.547,
Complete Data:,,,,,,,,,,,,,
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
368.338,,,,,,0.010,19.900,-0.010,0.020,-0.000,,,
368.412,8.430,30.000,150.000,9470.000,0.000,0.010,19.900,-0.010,0.020,-0.000,,29.900,0.001
368.481,6.000,30.000,150.000,3254.000,0.000,0.010,19.900,-0.010,0.020,-0.000,0.049,29.900,0.003
368.555,69.020,30.000,150.000,8034.000,0.000,0.040,21.600,0.020,0.020,0.000,1.190,29.900,0.005
368.629,41.000,30.000,150.000,4486.000,0.000,0.040,21.600,0.020,0.020,0.000,0.528,29.900,0.009
368.698,86.940,30.000,150.000,3962.000,0.000,0.030,20.400,0.000,0.020,-0.000,0.919,29.900,0.008
368.772,97.340,30.000,150.000,1806.000,0.000,0.030,20.400,0.000,0.020,-0.000,0.196,29.900,0.017
368.841,2.000,30.000,150.000,1508.000,0.000,0.030,20.400,0.000,0.020,-0.000,1.897,29.900,0.020
368.915,116.600,30.000,150.000,4218.000,0.000,0.010,20.700,-0.010,0.020,-0.000,2.163,29.900,0.002
368.989,4.190,30.000,150.000,4342.000,0.000,0.010,20.700,-0.010,0.020,-0.000,2.106,29.900,0.002
369.059,129.700,30.000,150.000,4382.000,0.000,0.010,20.700,-0.010,0.020,-0.000,2.497,29.900,0.002
369.132,32.560,30.000,150.000,1798.000,0.000,0.600,21.000,0.570,0.030,0.030,1.836,29.900,0.334
369.206,71.000,150.000,30.000,4352.000,0.000,0.600,21.000,0.570,0.030,0.030,0.722,149.900,0.138
369.276,130.080,150.000,30.000,4840.000,0.000,1.140,22.000,1.100,0.040,0.050,1.182,149.900,0.236
369.349,4.790,150.000,30.000,7218.000,0.000,1.140,22.000,1.100,0.040,0.050,2.362,149.900,0.158
369.419,117.490,150.000,30.000,3096.000,0.000,1.140,22.000,1.100,0.040,0.050,2.244,149.900,0.368
369.493,108.320,150.000,30.000,4810.000,0.000,0.410,20.200,0.400,0.020,0.020,0.172,149.900,0.085
369.563,29.000,150.000,30.000,3146.000,0.000,0.410,20.200,0.400,0.020,0.020,1.584,149.900,0.130
369.636,88.020,150.000,30.000,3874.000,0.000,0.410,20.200,0.400,0.020,0.020,1.115,149.900,0.106
369.710,78.260,150.000,30.000,3222.000,0.000,0.510,19.500,0.490,0.020,0.020,0.184,149.900,0.158
369.779,,150.000,30.000,6094.000,0.000,0.510,19.500,0.490,0.020,0.020,,149.900,0.084
369.853,63.040,150.000,30.000,10626.000,0.000,0.910,21.300,0.890,0.020,0.040,,149.900,0.086
369.927,6.000,150.000,30.000,10224.000,0.000,0.910,21.300,0.890,0.020,0.040,1.077,149.900,0.089
369.997,57.010,112.620,67.380,7468.000,0.000,0.910,21.300,0.890,0.020,0.040,1.016,112.520,0.122
370.070,0.110,30.000,150.000,8238.000,0.000,1.210,21.700,1.180,0.030,0.060,1.074,29.900,0.147
370.140,61.980,30.000,150.000,1736.000,0.000,1.210,21.700,1.180,0.030,0.060,1.229,29.900,0.697
370.214,68.230,30.000,150.000,6168.000,0.000,0.640,21.600,0.620,0.020,0.030,0.118,29.900,0.104
370.283,76.570,30.000,150.000,2966.000,0.000,0.640,21.600,0.620,0.020,0.030,0.166,29.900,0.216
370.357,86.010,30.000,150.000,4126.000,0.000,0.640,21.600,0.620,0.020,0.030,0.179,29.900,0.155
370.430,0.240,30.000,150.000,2070.000,0.000,0.000,20.000,-0.010,0.010,-0.000,1.623,29.900,0.000
370.500,,30.000,150.000,1550.000,0.000,0.000,20.000,-0.010,0.010,-0.000,,29.900,0.000
370.574,115.680,30.000,150.000,3912.000,0.000,0.000,20.000,-0.010,0.010,-0.000,,29.900,0.000
370.648,0.570,30.000,150.000,2654.000,0.000,-0.050,20.700,-0.030,-0.020,-0.000,2.171,29.900,-0.019
370.717,129.300,30.000,150.000,3948.000,0.000,-0.050,20.700,-0.030,-0.020,-0.000,2.559,29.900,-0.013
370.791,32.410,30.000,150.000,1822.000,0.000,0.220,21.000,0.230,-0.010,0.010,1.833,29.900,0.121
370.860,82.000,150.000,30.000,3520.000,0.000,0.220,21.000,0.230,-0.010,0.010,0.990,149.900,0.062
