Used Parameters:
Used Foils:,wide_stiff_for_real
Waterspeed:,0.0
Frequency:,0.7
Heave Amplitude:,38
Pitch Amplitude:,30
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Statistical Evaluation:
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
average,53.345,81.356,555.625,4572.673,0.000,0.809,22.852,0.707,0.103,0.031,1.152,81.256,0.1769205888984408
max,150.000,150.000,9864.000,11302.000,0.000,1.780,23.800,1.440,0.340,0.060,2.983,149.900,inf
min,0.000,30.000,30.000,0.000,0.000,0.010,21.700,0.010,-0.010,0.000,0.023,29.900,0.002
std. dev,48.711,58.912,1820.211,2634.812,0.000,0.500,0.511,0.428,0.086,0.018,0.871,58.912,
Complete Data:,,,,,,,,,,,,,
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
160.262,58.940,30.000,150.000,2658.000,0.000,0.020,23.300,0.020,0.010,0.000,0.037,29.900,0.008
160.332,37.000,30.000,150.000,5656.000,0.000,0.020,23.300,0.020,0.010,0.000,0.437,29.900,0.004
160.406,73.030,30.000,150.000,1580.000,0.000,0.050,23.800,0.050,0.010,0.000,0.680,29.900,0.032
160.480,0.780,30.000,150.000,4854.000,0.000,0.050,23.800,0.050,0.010,0.000,1.360,29.900,0.010
160.549,95.480,30.000,150.000,3460.000,0.000,0.010,22.900,0.000,0.010,-0.000,1.893,29.900,0.003
160.623,7.440,30.000,150.000,1760.000,0.000,0.010,22.900,0.000,0.010,-0.000,1.658,29.900,0.006
160.697,1.000,30.000,150.000,6924.000,0.000,0.010,22.900,0.000,0.010,-0.000,0.121,29.900,0.001
160.766,30.000,150.000,3840.000,0.000,,1.180,23.800,0.950,0.230,0.040,0.579,149.900,inf
160.840,131.440,30.000,150.000,5010.000,0.000,1.180,23.800,0.950,0.230,0.040,1.913,29.900,0.236
160.909,8.000,120.530,59.470,1828.000,0.000,1.530,23.700,1.380,0.160,0.060,2.468,120.430,0.837
160.983,130.750,150.000,30.000,1704.000,0.000,1.530,23.700,1.380,0.160,0.060,2.305,149.900,0.898
161.057,0.850,150.000,30.000,3656.000,0.000,1.530,23.700,1.380,0.160,0.060,2.447,149.900,0.418
161.127,,150.000,30.000,9536.000,0.000,0.750,22.700,0.720,0.030,0.040,,149.900,0.079
161.200,4.980,150.000,30.000,6066.000,0.000,0.750,22.700,0.720,0.030,0.040,,149.900,0.124
161.270,3.000,150.000,30.000,7998.000,0.000,0.750,22.700,0.720,0.030,0.040,0.040,149.900,0.094
161.343,81.340,150.000,30.000,6806.000,0.000,0.450,22.800,0.400,0.050,0.020,1.477,149.900,0.066
161.413,98.000,150.000,30.000,6892.000,0.000,0.450,22.800,0.400,0.050,0.020,0.332,149.900,0.065
161.487,63.010,150.000,30.000,12738.000,0.000,1.420,24.000,1.220,0.190,0.050,0.657,149.900,0.111
161.561,58.210,150.000,30.000,9566.000,0.000,1.420,24.000,1.220,0.190,0.050,0.090,149.900,0.148
161.631,,32.920,147.080,4014.000,0.000,1.420,24.000,1.220,0.190,0.050,,32.820,0.354
161.704,59.710,30.000,150.000,3296.000,0.000,1.160,23.800,1.020,0.140,0.050,,29.900,0.352
161.774,65.860,30.000,150.000,4470.000,0.000,1.160,23.800,1.020,0.140,0.050,0.123,29.900,0.260
161.847,75.040,30.000,150.000,5478.000,0.000,1.160,23.800,1.020,0.140,0.050,0.173,29.900,0.212
161.921,0.940,30.000,150.000,2388.000,0.000,0.240,23.500,0.190,0.040,0.010,1.398,29.900,0.101
161.991,,30.000,150.000,3428.000,0.000,0.240,23.500,0.190,0.040,0.010,,29.900,0.070
162.064,109.700,30.000,150.000,1792.000,0.000,0.270,22.800,0.250,0.020,0.010,,29.900,0.151
162.138,0.880,30.000,150.000,5086.000,0.000,0.270,22.800,0.250,0.020,0.010,2.056,29.900,0.053
162.208,127.590,30.000,150.000,5256.000,0.000,0.270,22.800,0.250,0.020,0.010,2.527,29.900,0.051
162.281,32.050,30.000,150.000,3958.000,0.000,1.020,23.500,0.800,0.220,0.030,1.800,29.900,0.258
162.351,82.000,150.000,30.000,1550.000,0.000,1.020,23.500,0.800,0.220,0.030,0.996,149.900,0.658
162.425,129.790,150.000,30.000,920.000,0.000,1.400,22.600,1.160,0.240,0.050,0.902,149.900,1.522
162.498,3.300,150.000,30.000,4156.000,0.000,1.400,22.600,1.160,0.240,0.050,2.380,149.900,0.337
162.568,5.000,150.000,30.000,7862.000,0.000,1.400,22.600,1.160,0.240,0.050,0.034,149.900,0.178
162.642,2.800,150.000,30.000,5912.000,0.000,0.340,22.400,0.290,0.040,0.010,0.041,149.900,0.058
162.711,6.000,150.000,30.000,6738.000,0.000,0.340,22.400,0.290,0.040,0.010,0.064,149.900,0.050
162.785,79.120,150.000,30.000,5360.000,0.000,0.340,22.400,0.290,0.040,0.010,1.379,149.900,0.063
162.859,0.280,150.000,30.000,8360.000,0.000,0.950,22.900,0.820,0.130,0.040,1.484,149.900,0.114
162.929,,150.000,30.000,8382.000,0.000,0.950,22.900,0.820,0.130,0.040,,149.900,0.113
163.002,57.680,150.000,30.000,8798.000,0.000,1.220,23.700,1.090,0.130,0.050,,149.900,0.139
163.072,3.000,30.000,150.000,2546.000,0.000,1.220,23.700,1.090,0.130,0.050,1.089,29.900,0.479
163.146,60.680,30.000,150.000,3116.000,0.000,1.220,23.700,1.090,0.130,0.050,1.083,29.900,0.392
163.220,0.580,30.000,150.000,4460.000,0.000,0.730,23.200,0.650,0.080,0.030,1.132,29.900,0.164
163.289,77.130,30.000,150.000,6030.000,0.000,0.730,23.200,0.650,0.080,0.030,1.534,29.900,0.121
163.363,88.300,30.000,150.000,1130.000,0.000,0.730,23.200,0.650,0.080,0.030,0.211,29.900,0.646
163.432,45.000,30.000,150.000,2762.000,0.000,0.010,22.600,0.010,0.010,0.000,0.863,29.900,0.004
163.506,111.890,30.000,150.000,4738.000,0.000,0.010,22.600,0.010,0.010,0.000,1.255,29.900,0.002
163.580,1.650,30.000,150.000,5770.000,0.000,0.740,23.100,0.670,0.070,0.030,2.081,29.900,0.128
163.650,128.840,30.000,150.000,5354.000,0.000,0.740,23.100,0.670,0.070,0.030,2.518,29.900,0.138
163.724,132.540,30.000,150.000,5380.000,0.000,0.740,23.100,0.670,0.070,0.030,0.070,29.900,0.138
163.797,0.510,150.000,30.000,2248.000,0.000,1.450,23.700,1.320,0.130,0.060,2.496,149.900,0.645
163.867,,150.000,30.000,3158.000,0.000,1.450,23.700,1.320,0.130,0.060,,149.900,0.459
163.940,121.510,150.000,30.000,4414.000,0.000,1.040,22.600,0.940,0.100,0.040,,149.900,0.236
