Used Parameters:
Used Foils:,wide_stiff_for_real
Waterspeed:,0.0
Frequency:,0.6
Heave Amplitude:,38
Pitch Amplitude:,55
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Statistical Evaluation:
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
average,52.296,93.174,441.758,4016.576,0.000,0.389,20.922,0.368,0.021,0.019,1.252,93.074,0.09684865915645564
max,150.000,150.000,8932.000,10660.000,0.000,1.370,22.100,1.340,0.200,0.070,2.978,149.900,inf
min,0.000,30.000,30.000,0.000,0.000,-0.680,19.400,-0.670,-0.010,-0.030,0.002,29.900,-inf
std. dev,49.979,59.498,1511.171,2412.468,0.000,0.515,0.746,0.498,0.034,0.025,0.880,59.498,
Complete Data:,,,,,,,,,,,,,
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
355.338,57.000,90.000,90.000,322.000,0.000,0.050,20.000,0.020,0.020,-0.000,0.066,89.900,0.155
355.411,58.430,30.000,150.000,3276.000,0.000,0.050,20.000,0.020,0.020,-0.000,0.027,29.900,0.015
355.485,2.460,30.000,150.000,2612.000,0.000,0.020,21.400,-0.000,0.020,-0.000,1.055,29.900,0.008
355.555,2.000,30.000,150.000,7560.000,0.000,0.020,21.400,-0.000,0.020,-0.000,0.009,29.900,0.003
355.628,77.410,30.000,150.000,1092.000,0.000,0.020,21.400,-0.000,0.020,-0.000,1.425,29.900,0.018
355.702,94.000,30.000,150.000,3810.000,0.000,0.060,20.500,0.030,0.030,0.000,0.312,29.900,0.016
355.772,30.000,150.000,2150.000,0.000,,0.060,20.500,0.030,0.030,0.000,1.275,149.900,inf
355.846,7.420,30.000,150.000,1926.000,0.000,0.020,19.400,0.020,0.010,0.000,0.426,29.900,0.010
355.915,116.710,30.000,150.000,4086.000,0.000,0.020,19.400,0.020,0.010,0.000,2.182,29.900,0.005
355.989,124.190,30.000,150.000,1910.000,0.000,0.020,19.400,0.020,0.010,0.000,0.141,29.900,0.010
356.062,0.700,30.000,150.000,6556.000,0.000,0.630,20.600,0.610,0.020,0.030,2.329,29.900,0.096
356.132,132.580,30.000,150.000,3402.000,0.000,0.630,20.600,0.610,0.020,0.030,2.639,29.900,0.185
356.206,132.710,150.000,30.000,4306.000,0.000,0.630,20.600,0.610,0.020,0.030,0.002,149.900,0.146
356.276,8.000,150.000,30.000,3648.000,0.000,1.140,21.700,1.110,0.030,0.060,2.466,149.900,0.312
356.349,124.790,150.000,30.000,4620.000,0.000,1.140,21.700,1.110,0.030,0.060,2.211,149.900,0.247
356.423,117.490,150.000,30.000,4008.000,0.000,0.540,20.200,0.520,0.020,0.030,0.138,149.900,0.135
