Used Parameters:
Used Foils:,wide_stiff_for_real
Waterspeed:,0.0
Frequency:,0.5
Heave Amplitude:,38
Pitch Amplitude:,25
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Statistical Evaluation:
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
average,65.674,83.433,284.573,2606.078,0.000,0.429,18.827,0.408,0.020,0.020,1.306,83.333,0.16461518035914505
max,542.000,150.000,6016.000,5728.000,0.000,0.980,19.500,0.960,0.030,0.050,10.609,149.900,inf
min,0.000,0.000,30.000,0.000,0.000,0.050,18.100,0.030,0.020,0.000,0.007,-0.100,0.010
std. dev,69.174,59.520,827.207,1638.295,0.000,0.294,0.415,0.293,0.002,0.016,1.549,59.520,
Complete Data:,,,,,,,,,,,,,
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
407.424,57.990,30.000,150.000,1202.000,0.000,0.020,18.900,0.000,0.020,-0.000,0.019,29.900,0.017
407.494,82.000,30.000,150.000,1514.000,0.000,0.040,19.200,0.020,0.020,0.000,0.479,29.900,0.026
407.567,65.490,30.000,150.000,1786.000,0.000,0.040,19.200,0.020,0.020,0.000,0.311,29.900,0.022
407.641,0.620,30.000,150.000,2854.000,0.000,0.040,19.200,0.020,0.020,0.000,1.222,29.900,0.014
407.711,,30.000,150.000,1226.000,0.000,0.020,19.100,0.000,0.010,-0.000,,29.900,0.016
407.785,7.060,30.000,150.000,1898.000,0.000,0.020,19.100,0.000,0.010,-0.000,,29.900,0.011
407.854,0.000,30.000,150.000,3014.000,0.000,0.020,19.100,0.000,0.010,-0.000,0.141,29.900,0.007
407.928,104.100,30.000,150.000,2878.000,0.000,0.550,18.500,0.540,0.020,0.030,1.963,29.900,0.191
408.002,112.150,30.000,150.000,2956.000,0.000,0.550,18.500,0.540,0.020,0.030,0.152,29.900,0.186
408.071,1.000,30.000,150.000,2966.000,0.000,0.940,19.000,0.920,0.020,0.050,2.221,29.900,0.317
408.145,125.240,30.000,150.000,1246.000,0.000,0.940,19.000,0.920,0.020,0.050,2.336,29.900,0.754
408.220,68.000,30.000,150.000,3028.000,0.000,0.940,19.000,0.920,0.020,0.050,1.067,29.900,0.310
408.288,30.000,150.000,740.000,0.000,,0.820,19.100,0.800,0.020,0.040,0.771,149.900,inf
408.362,2.980,118.270,61.730,440.000,0.000,0.820,19.100,0.800,0.020,0.040,0.510,118.170,1.864
408.432,5.000,150.000,30.000,1324.000,0.000,0.820,19.100,0.800,0.020,0.040,0.040,149.900,0.619
408.505,28.640,150.000,30.000,1782.000,0.000,0.510,18.700,0.490,0.020,0.020,0.446,149.900,0.286
408.579,123.740,150.000,30.000,3254.000,0.000,0.510,18.700,0.490,0.020,0.020,1.799,149.900,0.157
408.648,150.000,30.000,1626.000,0.000,,0.170,18.300,0.160,0.020,0.010,0.524,29.900,inf
408.722,9.980,150.000,30.000,3382.000,0.000,0.170,18.300,0.160,0.020,0.010,2.637,149.900,0.050
408.792,101.770,150.000,30.000,1962.000,0.000,0.170,18.300,0.160,0.020,0.010,1.822,149.900,0.087
408.866,93.210,150.000,30.000,4646.000,0.000,0.340,18.300,0.320,0.020,0.020,0.161,149.900,0.073
408.935,74.000,150.000,30.000,5728.000,0.000,0.340,18.300,0.320,0.020,0.020,0.383,149.900,0.059
409.009,76.690,150.000,30.000,5686.000,0.000,0.500,18.900,0.470,0.020,0.020,0.051,149.900,0.088
409.083,0.780,150.000,30.000,5718.000,0.000,0.500,18.900,0.470,0.020,0.020,1.428,149.900,0.087
409.152,,150.000,30.000,5128.000,0.000,0.500,18.900,0.470,0.020,0.020,,149.900,0.098
409.226,9.850,150.000,30.000,2310.000,0.000,0.650,19.300,0.630,0.020,0.030,,149.900,0.281
409.296,57.510,150.000,30.000,1036.000,0.000,0.650,19.300,0.630,0.020,0.030,0.953,149.900,0.627
409.369,57.070,33.490,146.510,682.000,0.000,0.650,19.300,0.630,0.020,0.030,0.008,33.390,0.953
409.443,58.000,30.000,150.000,1328.000,0.000,0.440,19.000,0.420,0.020,0.020,0.018,29.900,0.331
409.513,30.000,150.000,584.000,0.000,,0.440,19.000,0.420,0.020,0.020,0.557,149.900,inf
409.586,66.970,30.000,150.000,3084.000,0.000,0.100,19.500,0.080,0.020,0.000,0.697,29.900,0.032
409.656,,30.000,150.000,4132.000,0.000,0.100,19.500,0.080,0.020,0.000,,29.900,0.024
409.730,81.010,30.000,150.000,1724.000,0.000,0.100,19.500,0.080,0.020,0.000,,29.900,0.058
409.800,9.000,30.000,150.000,3810.000,0.000,0.120,19.200,0.100,0.020,0.000,1.433,29.900,0.031
409.873,97.860,30.000,150.000,3372.000,0.000,0.120,19.200,0.100,0.020,0.000,1.675,29.900,0.036
409.947,6.400,30.000,150.000,3116.000,0.000,0.120,19.200,0.100,0.020,0.000,1.729,29.900,0.039
410.017,14.000,30.000,150.000,3592.000,0.000,0.420,18.900,0.400,0.020,0.020,0.151,29.900,0.117
410.090,121.100,30.000,150.000,960.000,0.000,0.420,18.900,0.400,0.020,0.020,2.022,29.900,0.438
410.164,6.630,30.000,150.000,894.000,0.000,0.890,18.900,0.870,0.020,0.040,2.155,29.900,0.996
410.234,9.000,30.000,150.000,1790.000,0.000,0.890,18.900,0.870,0.020,0.040,0.047,29.900,0.497
410.309,32.650,30.000,150.000,858.000,0.000,0.890,18.900,0.870,0.020,0.040,0.437,29.900,1.037
410.381,83.000,150.000,30.000,1592.000,0.000,0.860,18.100,0.840,0.020,0.040,0.971,149.900,0.540
410.451,150.000,30.000,6016.000,0.000,,0.860,18.100,0.840,0.020,0.040,1.336,29.900,inf
410.524,7.460,150.000,30.000,2442.000,0.000,0.300,18.500,0.280,0.020,0.010,2.679,149.900,0.123
410.594,542.000,0.000,,,,0.300,18.500,0.280,0.020,0.010,10.609,-0.100,
410.668,115.460,150.000,30.000,1734.000,0.000,0.300,18.500,0.280,0.020,0.010,8.040,149.900,0.173
410.741,0.870,150.000,30.000,4568.000,0.000,0.050,18.900,0.030,0.020,0.000,2.169,149.900,0.011
410.811,150.000,30.000,4290.000,0.000,,0.050,18.900,0.030,0.020,0.000,2.964,29.900,inf
410.885,90.830,150.000,30.000,5178.000,0.000,0.050,18.900,0.030,0.020,0.000,1.115,149.900,0.010
410.955,7.000,150.000,30.000,3788.000,0.000,0.290,18.500,0.270,0.020,0.010,1.672,149.900,0.077
411.028,74.740,150.000,30.000,4384.000,0.000,0.290,18.500,0.270,0.020,0.010,1.276,149.900,0.066
411.102,96.000,150.000,30.000,4624.000,0.000,0.620,19.400,0.600,0.020,0.030,0.402,149.900,0.134
411.172,150.000,30.000,2320.000,0.000,,0.620,19.400,0.600,0.020,0.030,1.073,29.900,inf
411.246,59.010,150.000,30.000,2104.000,0.000,0.620,19.400,0.600,0.020,0.030,1.714,149.900,0.295
411.315,,150.000,30.000,2094.000,0.000,0.550,18.700,0.530,0.020,0.030,,149.900,0.263
411.389,57.310,30.000,150.000,422.000,0.000,0.550,18.700,0.530,0.020,0.030,,29.900,1.303
411.459,33.000,30.000,150.000,2468.000,0.000,0.550,18.700,0.530,0.020,0.030,0.481,29.900,0.223
411.532,63.170,30.000,150.000,1382.000,0.000,0.170,19.100,0.150,0.020,0.010,0.572,29.900,0.123
411.606,0.730,30.000,150.000,3142.000,0.000,0.170,19.100,0.150,0.020,0.010,1.175,29.900,0.054
411.675,,30.000,150.000,3664.000,0.000,0.060,19.300,0.040,0.020,0.000,,29.900,0.016
411.749,83.370,30.000,150.000,2412.000,0.000,0.060,19.300,0.040,0.020,0.000,,29.900,0.025
411.819,78.000,30.000,150.000,2648.000,0.000,0.060,19.300,0.040,0.020,0.000,0.107,29.900,0.023
411.893,100.350,30.000,150.000,2992.000,0.000,0.150,18.100,0.130,0.020,0.010,0.416,29.900,0.050
411.966,8.660,30.000,150.000,1776.000,0.000,0.150,18.100,0.130,0.020,0.010,1.745,29.900,0.084
412.036,36.000,30.000,150.000,2716.000,0.000,0.820,18.200,0.800,0.020,0.040,0.547,29.900,0.302
412.110,122.780,30.000,150.000,1796.000,0.000,0.820,18.200,0.800,0.020,0.040,1.628,29.900,0.457
412.183,127.950,30.000,150.000,2290.000,0.000,0.820,18.200,0.800,0.020,0.040,0.098,29.900,0.358
412.253,6.000,30.000,150.000,1232.000,0.000,0.980,18.600,0.960,0.020,0.050,2.427,29.900,0.795
412.327,132.920,30.670,149.330,558.000,0.000,0.980,18.600,0.960,0.020,0.050,2.394,30.570,1.756
412.400,132.530,150.000,30.000,1190.000,0.000,0.980,18.600,0.960,0.020,0.050,0.007,149.900,0.824
412.470,130.200,150.000,30.000,3080.000,0.000,0.580,18.500,0.560,0.020,0.030,0.047,149.900,0.188
412.543,6.090,150.000,30.000,2320.000,0.000,0.580,18.500,0.560,0.020,0.030,2.340,149.900,0.250
412.613,0.000,150.000,30.000,5296.000,0.000,0.150,18.500,0.130,0.020,0.010,0.121,149.900,0.028
412.687,113.310,150.000,30.000,4028.000,0.000,0.150,18.500,0.130,0.020,0.010,2.129,149.900,0.037
412.761,0.370,150.000,30.000,5616.000,0.000,0.150,18.500,0.130,0.020,0.010,2.120,149.900,0.027
412.831,96.910,150.000,30.000,5542.000,0.000,0.100,18.500,0.090,0.020,0.000,1.934,149.900,0.018
412.904,8.350,150.000,30.000,4662.000,0.000,0.100,18.500,0.090,0.020,0.000,1.668,149.900,0.021
412.975,2.000,150.000,30.000,2706.000,0.000,0.100,18.500,0.090,0.020,0.000,0.125,149.900,0.037
413.048,72.660,150.000,30.000,5230.000,0.000,0.430,18.900,0.410,0.020,0.020,1.351,149.900,0.082
413.121,0.340,150.000,30.000,4696.000,0.000,0.430,18.900,0.410,0.020,0.020,1.361,149.900,0.092
413.191,,150.000,30.000,4234.000,0.000,0.640,19.500,0.610,0.020,0.030,,149.900,0.151
413.264,8.280,150.000,30.000,1374.000,0.000,0.640,19.500,0.610,0.020,0.030,,149.900,0.466
413.334,2.000,121.100,58.900,1410.000,0.000,0.640,19.500,0.610,0.020,0.030,0.125,121.000,0.454
413.409,57.700,30.000,150.000,216.000,0.000,0.460,19.300,0.440,0.020,0.020,1.041,29.900,2.130
413.482,60.320,30.000,150.000,1534.000,0.000,0.460,19.300,0.440,0.020,0.020,0.050,29.900,0.300
413.551,30.000,150.000,1898.000,0.000,,0.100,19.000,0.080,0.020,0.000,0.605,149.900,inf
413.625,0.500,30.000,150.000,1822.000,0.000,0.100,19.000,0.080,0.020,0.000,0.555,29.900,0.055
413.695,5.000,30.000,150.000,3376.000,0.000,0.100,19.000,0.080,0.020,0.000,0.090,29.900,0.030
413.769,85.670,30.000,150.000,2342.000,0.000,0.120,18.500,0.100,0.020,0.000,1.521,29.900,0.051
413.842,28.000,30.000,150.000,1816.000,0.000,0.120,18.500,0.100,0.020,0.000,1.085,29.900,0.066
413.912,,30.000,150.000,2542.000,0.000,0.120,18.500,0.100,0.020,0.000,,29.900,0.047
413.986,110.960,30.000,150.000,2956.000,0.000,0.360,18.500,0.340,0.020,0.020,,29.900,0.122
414.059,29.000,30.000,150.000,4046.000,0.000,0.360,18.500,0.340,0.020,0.020,1.542,29.900,0.089
414.129,,30.000,150.000,2844.000,0.000,0.890,18.500,0.870,0.020,0.040,,29.900,0.313
414.203,129.180,30.000,150.000,2268.000,0.000,0.890,18.500,0.870,0.020,0.040,,29.900,0.392
414.273,1.000,30.000,150.000,590.000,0.000,0.890,18.500,0.870,0.020,0.040,2.546,29.900,1.508
414.346,133.000,90.000,90.000,334.000,0.000,0.940,18.700,0.910,0.030,0.050,2.490,89.900,2.814
414.420,132.030,150.000,30.000,1196.000,0.000,0.940,18.700,0.910,0.030,0.050,0.018,149.900,0.786
414.490,,150.000,30.000,2424.000,0.000,0.940,18.700,0.910,0.030,0.050,,149.900,0.388
414.563,124.580,150.000,30.000,3204.000,0.000,0.450,18.600,0.430,0.020,0.020,,149.900,0.140
414.636,38.000,150.000,30.000,3378.000,0.000,0.450,18.600,0.430,0.020,0.020,1.631,149.900,0.133
414.706,150.000,30.000,2094.000,0.000,,0.080,18.200,0.060,0.020,0.000,2.229,29.900,inf
414.780,2.940,150.000,30.000,5280.000,0.000,0.080,18.200,0.060,0.020,0.000,2.768,149.900,0.015
414.851,94.400,150.000,30.000,4440.000,0.000,0.080,18.200,0.060,0.020,0.000,1.793,149.900,0.018
414.923,85.900,150.000,30.000,4210.000,0.000,0.360,18.500,0.330,0.020,0.020,0.163,149.900,0.086
414.993,85.000,150.000,30.000,4830.000,0.000,0.360,18.500,0.330,0.020,0.020,0.018,149.900,0.075
415.067,70.590,150.000,30.000,4856.000,0.000,0.550,19.100,0.530,0.020,0.030,0.272,149.900,0.113
415.141,0.680,150.000,30.000,4826.000,0.000,0.550,19.100,0.530,0.020,0.030,1.310,149.900,0.114
415.210,,150.000,30.000,4630.000,0.000,0.550,19.100,0.530,0.020,0.030,,149.900,0.119
415.284,57.720,150.000,30.000,1504.000,0.000,0.670,19.500,0.650,0.020,0.030,,149.900,0.445
415.354,2.000,61.730,118.270,648.000,0.000,0.670,19.500,0.650,0.020,0.030,1.113,61.630,1.034
415.427,58.250,30.000,150.000,576.000,0.000,0.670,19.500,0.650,0.020,0.030,1.060,29.900,1.163
415.501,61.360,30.000,150.000,2442.000,0.000,0.260,18.500,0.240,0.020,0.010,0.059,29.900,0.106
415.570,,30.000,150.000,1818.000,0.000,0.260,18.500,0.240,0.020,0.010,,29.900,0.143
415.644,72.470,30.000,150.000,2628.000,0.000,0.100,19.500,0.070,0.020,0.000,,29.900,0.038
415.714,80.020,30.000,150.000,2068.000,0.000,0.100,19.500,0.070,0.020,0.000,0.150,29.900,0.048
415.788,88.230,30.000,150.000,2832.000,0.000,0.100,19.500,0.070,0.020,0.000,0.155,29.900,0.035
415.862,0.670,30.000,150.000,1510.000,0.000,0.190,18.700,0.170,0.020,0.010,1.645,29.900,0.126
415.931,105.260,30.000,150.000,3810.000,0.000,0.190,18.700,0.170,0.020,0.010,2.091,29.900,0.050
416.006,113.200,30.000,150.000,2506.000,0.000,0.190,18.700,0.170,0.020,0.010,0.147,29.900,0.076
416.078,0.000,150.000,2936.000,0.000,,0.660,19.200,0.640,0.020,0.030,2.184,149.900,inf
416.148,,30.000,150.000,1364.000,0.000,0.660,19.200,0.640,0.020,0.030,,29.900,0.484
416.222,30.150,30.000,150.000,760.000,0.000,0.820,18.600,0.800,0.020,0.040,,29.900,1.079
416.295,132.510,30.000,150.000,1016.000,0.000,0.820,18.600,0.800,0.020,0.040,1.928,29.900,0.807
