Used Parameters:
Used Foils:,wide_stiff_for_real
Waterspeed:,0.0
Frequency:,0.8
Heave Amplitude:,38
Pitch Amplitude:,65
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Statistical Evaluation:
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
average,57.264,90.597,587.420,7117.481,0.000,0.578,24.517,0.414,0.163,0.013,1.131,90.497,0.08120850621167798
max,150.000,150.000,13634.000,15366.000,0.000,2.020,24.900,1.510,0.800,0.050,2.978,149.900,inf
min,0.000,30.000,30.000,0.000,0.000,-1.680,23.200,-1.200,-0.490,-0.040,0.003,29.900,-inf
std. dev,48.517,59.383,2279.064,3512.739,0.000,1.046,0.461,0.741,0.330,0.025,0.897,59.383,
Complete Data:,,,,,,,,,,,,,
Time,Heave_pos,Pitch_right,Pitch_left,Power_consumption,Noise,Fx,Fz,Mx,My,Mz,Inflow_velocity,Angle_of_attack,Efficiency
121.229,59.530,30.000,150.000,11414.000,0.000,-0.150,23.100,-0.140,-0.010,-0.010,0.051,29.900,-0.013
121.303,66.650,30.000,150.000,9306.000,0.000,-0.150,23.100,-0.140,-0.010,-0.010,0.134,29.900,-0.016
121.373,45.000,30.000,150.000,7180.000,0.000,-0.120,24.400,-0.120,-0.010,-0.010,0.431,29.900,-0.017
121.446,90.520,30.000,150.000,6092.000,0.000,-0.120,24.400,-0.120,-0.010,-0.010,0.859,29.900,-0.020
121.520,4.170,30.000,150.000,1334.000,0.000,-0.120,24.400,-0.120,-0.010,-0.010,1.628,29.900,-0.090
121.590,9.000,30.000,150.000,3234.000,0.000,-1.140,23.400,-1.020,-0.120,-0.050,0.096,29.900,-0.353
121.663,126.290,30.000,150.000,2624.000,0.000,-1.140,23.400,-1.020,-0.120,-0.050,2.218,29.900,-0.434
121.737,0.940,30.000,150.000,7454.000,0.000,-0.630,24.600,-0.590,-0.040,-0.030,2.363,29.900,-0.085
121.807,132.700,150.000,30.000,8516.000,0.000,-0.630,24.600,-0.590,-0.040,-0.030,2.621,149.900,-0.074
121.880,128.570,150.000,30.000,7088.000,0.000,-0.630,24.600,-0.590,-0.040,-0.030,0.078,149.900,-0.089
121.950,9.000,150.000,30.000,6448.000,0.000,3.020,24.200,2.380,0.640,0.090,2.385,149.900,0.468
122.024,108.190,150.000,30.000,11220.000,0.000,3.020,24.200,2.380,0.640,0.090,1.866,149.900,0.269
122.097,90.000,150.000,30.000,5928.000,0.000,3.020,24.200,2.380,0.640,0.090,0.343,149.900,0.509
122.167,150.000,30.000,5288.000,0.000,,0.200,24.100,0.130,0.070,0.000,1.196,29.900,inf
122.241,9.620,150.000,30.000,10636.000,0.000,0.200,24.100,0.130,0.070,0.000,2.631,149.900,0.019
122.311,5.000,150.000,30.000,12662.000,0.000,1.170,24.600,1.100,0.070,0.050,0.092,149.900,0.092
122.384,57.250,150.000,30.000,13196.000,0.000,1.170,24.600,1.100,0.070,0.050,0.988,149.900,0.089
122.458,0.190,30.000,150.000,10348.000,0.000,1.170,24.600,1.100,0.070,0.050,1.075,29.900,0.113
122.528,,30.000,150.000,5334.000,0.000,1.940,24.600,1.140,0.800,0.020,,29.900,0.364
122.601,73.680,30.000,150.000,7094.000,0.000,1.940,24.600,1.140,0.800,0.020,,29.900,0.273
122.671,0.000,30.000,150.000,8638.000,0.000,1.940,24.600,1.140,0.800,0.020,1.469,29.900,0.225
122.744,100.050,30.000,150.000,4322.000,0.000,1.080,24.700,0.710,0.370,0.020,1.897,29.900,0.250
122.818,2.890,30.000,150.000,4302.000,0.000,1.080,24.700,0.710,0.370,0.020,1.830,29.900,0.251
122.888,123.720,30.000,150.000,1792.000,0.000,-1.240,23.300,-0.890,-0.350,-0.030,2.407,29.900,-0.692
122.962,130.670,30.000,150.000,3516.000,0.000,-1.240,23.300,-0.890,-0.350,-0.030,0.131,29.900,-0.353
123.031,133.000,99.050,80.950,6462.000,0.000,-1.240,23.300,-0.890,-0.350,-0.030,0.046,98.950,-0.192
123.105,130.400,150.000,30.000,8460.000,0.000,0.170,24.600,0.100,0.070,0.000,0.049,149.900,0.020
123.179,23.090,150.000,30.000,4456.000,0.000,0.170,24.600,0.100,0.070,0.000,2.030,149.900,0.038
123.248,38.000,150.000,30.000,6052.000,0.000,1.940,24.900,1.320,0.620,0.040,0.298,149.900,0.321
123.322,99.100,150.000,30.000,7960.000,0.000,1.940,24.900,1.320,0.620,0.040,1.147,149.900,0.244
123.396,0.460,150.000,30.000,3186.000,0.000,1.940,24.900,1.320,0.620,0.040,1.859,149.900,0.609
123.466,150.000,30.000,10562.000,0.000,,0.100,23.900,0.090,0.010,0.000,2.978,29.900,inf
123.540,3.490,150.000,30.000,11282.000,0.000,0.100,23.900,0.090,0.010,0.000,2.752,149.900,0.009
123.613,7.000,150.000,30.000,14418.000,0.000,0.100,23.900,0.090,0.010,0.000,0.066,149.900,0.007
