Used Foils:,stiff_foils
Waterspeed:,0.0
Frequency:,0.7
Heave Amplitude:,38
Pitch Amplitude:,50
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Time,Fx,Fz,Mx,My,Mz
380.3311860561371,-0.04,0.00,-0.03,-0.01,-0.00
380.51967191696167,-0.08,0.00,-0.03,-0.04,0.00
380.7078559398651,-0.05,0.00,-0.04,-0.00,-0.00
380.89596915245056,-0.07,0.00,-0.05,-0.02,-0.00
381.0842020511627,-0.03,0.00,-0.03,-0.00,-0.00
381.2726171016693,-0.07,0.00,-0.04,-0.03,-0.00
381.4608018398285,-0.04,0.00,-0.03,-0.01,-0.00
381.6491768360138,-0.10,0.00,-0.02,-0.08,0.00
381.83729696273804,0.77,0.00,0.20,0.58,-0.02
382.02523708343506,2.01,0.00,0.98,1.03,-0.00
382.21368288993835,1.35,0.00,0.99,0.36,0.03
382.4016478061676,0.28,0.00,0.14,0.14,-0.00
382.5900619029999,1.20,0.00,0.55,0.65,-0.01
382.77855801582336,2.21,0.00,1.03,1.18,-0.01
382.9664840698242,0.87,0.00,0.54,0.33,0.01
383.15457010269165,-0.12,0.00,-0.13,0.01,-0.01
383.3427879810333,0.69,0.00,0.32,0.38,-0.00
383.5312011241913,1.83,0.00,1.07,0.75,0.02
383.71993613243103,0.36,0.00,0.31,0.06,0.01
383.9077298641205,0.61,0.00,0.27,0.33,-0.00
384.09594082832336,1.57,0.00,0.70,0.87,-0.01
384.2842299938202,2.13,0.00,1.01,1.12,-0.01
384.4722089767456,0.03,0.00,0.30,-0.27,0.03
384.6606879234314,0.23,0.00,0.07,0.17,-0.01
384.84895181655884,1.08,0.00,0.50,0.59,-0.00
385.0374689102173,1.79,0.00,1.11,0.68,0.02
385.22522497177124,0.19,0.00,0.19,0.00,0.01
385.4135708808899,0.78,0.00,0.34,0.44,-0.00
385.6017768383026,1.97,0.00,0.88,1.10,-0.01
385.78995394706726,1.23,0.00,0.64,0.59,0.00
385.9787349700928,-0.42,0.00,-0.24,-0.18,-0.00
386.166540145874,0.54,0.00,0.26,0.27,-0.00
386.35466599464417,1.23,0.00,0.65,0.58,0.00
386.5426969528198,0.43,0.00,0.32,0.11,0.01
386.73112082481384,0.33,0.00,0.18,0.14,0.00
386.91969990730286,1.09,0.00,0.50,0.60,-0.01
387.1076989173889,1.37,0.00,0.54,0.83,-0.01
387.2956600189209,0.17,0.00,0.33,-0.16,0.03
387.4841990470886,-0.16,0.00,-0.21,0.06,-0.01
387.67230010032654,0.76,0.00,0.31,0.45,-0.01
387.8613121509552,1.46,0.00,0.91,0.56,0.02
388.0487198829651,0.33,0.00,0.24,0.10,0.01
388.23689794540405,0.75,0.00,0.39,0.36,0.00
388.42550683021545,1.65,0.00,0.69,0.95,-0.01
388.6132318973541,1.34,0.00,0.61,0.73,-0.01
388.8016767501831,-0.53,0.00,-0.22,-0.31,0.00
388.99004077911377,0.53,0.00,0.33,0.20,0.01
389.17810106277466,1.38,0.00,0.64,0.74,-0.01
389.36623096466064,0.89,0.00,0.61,0.28,0.02
389.5546119213104,0.11,0.00,0.02,0.08,-0.00
389.74276208877563,1.11,0.00,0.53,0.58,-0.00
389.93108201026917,1.58,0.00,0.68,0.91,-0.01
390.1193039417267,0.70,0.00,0.49,0.21,0.01
