Used Foils:,stiff_foils
Waterspeed:,0.0
Frequency:,0.5
Heave Amplitude:,38
Pitch Amplitude:,60
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Time,Fx,Fz,Mx,My,Mz
107.21692085266113,-0.08,0.00,-0.03,-0.05,0.00
107.40530800819397,-0.07,0.00,-0.03,-0.03,0.00
107.59281396865845,-0.04,0.00,-0.02,-0.02,0.00
107.78161907196045,-0.05,0.00,-0.02,-0.03,0.00
107.9698441028595,-0.08,0.00,-0.04,-0.04,0.00
108.15753984451294,-0.06,0.00,-0.03,-0.03,-0.00
108.34573698043823,-0.02,0.00,-0.01,-0.01,-0.00
108.53385186195374,-0.07,0.00,0.02,-0.08,0.01
108.72223091125488,0.48,0.00,0.14,0.34,-0.01
108.91065502166748,0.60,0.00,0.34,0.26,0.00
109.09859895706177,1.09,0.00,0.51,0.58,-0.00
109.28682708740234,0.40,0.00,0.26,0.14,0.01
109.47501182556152,-0.07,0.00,-0.01,-0.06,0.00
109.66319179534912,0.28,0.00,0.24,0.04,0.01
109.85160779953003,0.38,0.00,0.26,0.12,0.01
110.03984117507935,0.91,0.00,0.45,0.46,-0.00
110.22792506217957,1.09,0.00,0.58,0.51,0.00
110.4163191318512,-0.20,0.00,0.05,-0.25,0.02
110.60436677932739,0.04,0.00,0.01,0.03,-0.00
110.79291296005249,0.44,0.00,0.22,0.22,0.00
110.98113012313843,0.53,0.00,0.22,0.31,-0.00
111.16958093643188,1.09,0.00,0.54,0.55,-0.00
111.35728597640991,0.29,0.00,0.29,-0.00,0.01
111.54569411277771,-0.06,0.00,-0.00,-0.06,0.00
111.7337749004364,0.16,0.00,0.10,0.05,0.00
111.922278881073,0.57,0.00,0.32,0.25,0.00
112.11027884483337,1.24,0.00,0.68,0.56,0.01
112.29855394363403,0.71,0.00,0.45,0.26,0.01
112.48674893379211,-0.46,0.00,-0.25,-0.21,-0.00
112.67517900466919,0.20,0.00,0.08,0.12,-0.00
112.86348795890808,0.31,0.00,0.17,0.15,0.00
113.05143094062805,0.94,0.00,0.39,0.55,-0.01
113.23982095718384,0.88,0.00,0.48,0.39,0.00
113.4278609752655,0.01,0.00,0.08,-0.07,0.01
113.61691093444824,0.25,0.00,0.26,-0.02,0.01
113.80423307418823,0.07,0.00,0.08,-0.01,0.00
113.99269795417786,0.64,0.00,0.26,0.38,-0.01
114.18117880821228,1.26,0.00,0.60,0.66,-0.00
114.36924982070923,0.29,0.00,0.45,-0.16,0.03
114.55718088150024,-0.06,0.00,0.01,-0.07,0.00
114.74560594558716,0.45,0.00,0.22,0.23,-0.00
114.93393993377686,0.40,0.00,0.25,0.15,0.01
115.12254285812378,1.27,0.00,0.62,0.65,-0.00
115.31047987937927,0.38,0.00,0.30,0.08,0.01
115.49840903282166,0.08,0.00,0.03,0.05,-0.00
115.68693089485168,0.25,0.00,0.25,-0.01,0.01
115.87481307983398,0.19,0.00,0.06,0.13,-0.00
116.06339597702026,0.97,0.00,0.49,0.48,0.00
116.2516040802002,1.17,0.00,0.65,0.52,0.01
116.439777135849,-0.36,0.00,-0.06,-0.30,0.01
116.62767386436462,0.01,0.00,0.00,0.01,-0.00
116.81587195396423,0.45,0.00,0.25,0.20,0.00
117.00458192825317,0.75,0.00,0.32,0.43,-0.01
