Used Foils:,stingray
Waterspeed:,0.0
Frequency:,0.8
Heave Amplitude:,38
Pitch Amplitude:,25
Camber Amplitude,90
Pitch Phase,0
Camber Phase,0
Turn Rate,0
Test Duration,10

Time,Fx,Fz,Mx,My,Mz
29.21967315673828,-0.08,0.00,-0.15,0.07,-0.01
29.408993005752563,-0.03,0.00,-0.11,0.08,-0.01
29.597290992736816,0.08,0.00,-0.07,0.14,-0.01
29.78547191619873,0.05,0.00,-0.10,0.15,-0.01
29.974722146987915,-0.01,0.00,-0.14,0.13,-0.01
30.16298007965088,-0.03,0.00,-0.14,0.11,-0.01
30.35163426399231,0.01,0.00,-0.11,0.11,-0.01
30.540532112121582,0.05,0.00,-0.02,0.07,-0.00
30.729225158691406,2.48,0.00,1.51,0.98,0.03
30.91775417327881,1.98,0.00,0.68,1.29,-0.03
31.10718011856079,0.23,0.00,-0.11,0.34,-0.02
31.295330047607422,1.59,0.00,0.78,0.80,-0.00
31.483817100524902,1.52,0.00,0.73,0.79,-0.00
31.672816038131714,-0.45,0.00,-0.60,0.15,-0.04
31.86106586456299,1.50,0.00,0.47,1.03,-0.03
32.04987692832947,3.49,0.00,1.45,2.04,-0.03
32.23846220970154,0.77,0.00,-0.05,0.82,-0.04
32.42720413208008,0.37,0.00,0.04,0.33,-0.01
32.61655116081238,1.61,0.00,0.74,0.86,-0.01
32.80483818054199,1.07,0.00,0.31,0.75,-0.02
32.993383169174194,-0.64,0.00,-0.70,0.06,-0.04
33.18197011947632,3.06,0.00,1.10,1.96,-0.04
33.370933055877686,2.66,0.00,1.00,1.66,-0.03
33.55956506729126,0.09,0.00,-0.23,0.32,-0.03
33.7481210231781,1.10,0.00,0.40,0.71,-0.02
33.93653917312622,1.77,0.00,1.05,0.73,0.02
34.12569999694824,0.16,0.00,-0.23,0.38,-0.03
34.31421613693237,0.19,0.00,-0.19,0.38,-0.03
34.5027391910553,2.77,0.00,0.99,1.78,-0.04
34.69170928001404,1.67,0.00,0.18,1.49,-0.07
34.88007402420044,0.05,0.00,-0.17,0.22,-0.02
35.069297075271606,1.28,0.00,0.45,0.83,-0.02
35.257428884506226,1.18,0.00,0.49,0.69,-0.01
35.44607925415039,-0.50,0.00,-0.54,0.04,-0.03
35.634491205215454,2.34,0.00,0.92,1.42,-0.03
35.82316207885742,3.02,0.00,1.23,1.79,-0.03
36.01169395446777,0.34,0.00,-0.18,0.52,-0.04
36.20046830177307,0.79,0.00,0.17,0.62,-0.02
36.389389991760254,1.56,0.00,0.55,1.01,-0.02
36.57811188697815,0.91,0.00,0.27,0.65,-0.02
36.767155170440674,-0.18,0.00,-0.22,0.04,-0.01
36.95529794692993,2.57,0.00,1.37,1.20,0.01
37.14395213127136,2.56,0.00,0.93,1.63,-0.04
37.33261203765869,0.09,0.00,-0.23,0.33,-0.03
37.521037101745605,1.23,0.00,0.45,0.78,-0.02
37.70977210998535,1.49,0.00,0.66,0.83,-0.01
37.89831495285034,-0.23,0.00,-0.31,0.09,-0.02
38.08698010444641,1.53,0.00,0.87,0.66,0.01
38.275668144226074,3.24,0.00,1.71,1.53,0.01
38.46426510810852,1.06,0.00,0.37,0.69,-0.02
38.65302014350891,0.41,0.00,0.04,0.37,-0.02
38.84168815612793,1.49,0.00,0.52,0.97,-0.02
39.030609130859375,1.29,0.00,0.63,0.67,-0.00
